time,tx_bytes,tx_pkts,tx_discard,tx_wifi_sent_be,tx_wifi_sent_bk,tx_wifi_sent_vi,tx_wifi_sent_vo,tx_wifi_drop_be,tx_wifi_drop_bk,tx_wifi_drop_vi,tx_wifi_drop_vo,tx_err,tx_unicast,tx_multicast,tx_broadcast,tx_phy_rate,tx_mgmt,tx_mcs_index,tx_nss,tx_bw,tx_sgi,rx_bytes,rx_pkts,rx_discard,rx_err,rx_unicast,rx_multicast,rx_broadcast,rx_unknown,rx_phy_rate,rx_mgmt,rx_ctrl,rx_mcs_index,rx_nss,rx_bw,rx_sgi,hw_noise,snr,rssi,bw
279,7710316.0,86207.0,0.0,85194.0,0.0,0.0,1013.0,202.0,0.0,0.0,5.0,0.0,86207.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586025422.0,443608.0,0.0,0.0,443506.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-70.1,27.0,46.0,-1234
280,7710316.0,86207.0,0.0,85194.0,0.0,0.0,1013.0,202.0,0.0,0.0,5.0,0.0,86207.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586025507.0,443609.0,0.0,0.0,443507.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-71.7,29.0,46.0,-1234
281,7710467.0,86208.0,0.0,85194.0,0.0,0.0,1014.0,202.0,0.0,0.0,5.0,0.0,86208.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586025507.0,443609.0,0.0,0.0,443507.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-71.7,29.0,46.0,-1234
282,7710743.0,86210.0,0.0,85196.0,0.0,0.0,1014.0,202.0,0.0,0.0,5.0,0.0,86210.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586025592.0,443610.0,0.0,0.0,443508.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-72.8,30.0,46.0,-1234
283,7710743.0,86210.0,0.0,85196.0,0.0,0.0,1014.0,202.0,0.0,0.0,5.0,0.0,86210.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586025760.0,443612.0,0.0,0.0,443510.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-70.8,30.0,46.0,-1234
284,7710743.0,86210.0,0.0,85196.0,0.0,0.0,1014.0,202.0,0.0,0.0,5.0,0.0,86210.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586025760.0,443612.0,0.0,0.0,443510.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-70.8,30.0,46.0,-1234
285,7710894.0,86211.0,0.0,85196.0,0.0,0.0,1015.0,202.0,0.0,0.0,5.0,0.0,86211.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586025760.0,443612.0,0.0,0.0,443510.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-70.8,30.0,46.0,-1234
286,7710894.0,86211.0,0.0,85196.0,0.0,0.0,1015.0,202.0,0.0,0.0,5.0,0.0,86211.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586025845.0,443613.0,0.0,0.0,443511.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-69.5,28.0,46.0,-1234
287,7710894.0,86211.0,0.0,85196.0,0.0,0.0,1015.0,202.0,0.0,0.0,5.0,0.0,86211.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586025845.0,443613.0,0.0,0.0,443511.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-69.5,28.0,46.0,-1234
288,7710894.0,86211.0,0.0,85196.0,0.0,0.0,1015.0,202.0,0.0,0.0,5.0,0.0,86211.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586025845.0,443613.0,0.0,0.0,443511.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-69.5,28.0,46.0,-1234
289,7711039.0,86212.0,0.0,85196.0,0.0,0.0,1016.0,202.0,0.0,0.0,5.0,0.0,86212.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586025845.0,443613.0,0.0,0.0,443511.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-69.5,28.0,46.0,-1234
290,7711039.0,86212.0,0.0,85196.0,0.0,0.0,1016.0,202.0,0.0,0.0,5.0,0.0,86212.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586025924.0,443614.0,0.0,0.0,443512.0,92.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-74.9,29.0,46.0,-1234
291,7711039.0,86212.0,0.0,85196.0,0.0,0.0,1016.0,202.0,0.0,0.0,5.0,0.0,86212.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586025924.0,443614.0,0.0,0.0,443512.0,92.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-74.9,29.0,46.0,-1234
292,7711179.0,86213.0,0.0,85196.0,0.0,0.0,1017.0,202.0,0.0,0.0,5.0,0.0,86213.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586025998.0,443615.0,0.0,0.0,443513.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.9,29.0,46.0,-1234
293,7711319.0,86214.0,0.0,85196.0,0.0,0.0,1018.0,202.0,0.0,0.0,5.0,0.0,86214.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586026072.0,443616.0,0.0,0.0,443514.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-71.5,26.0,46.0,-1234
294,7711595.0,86216.0,0.0,85198.0,0.0,0.0,1018.0,202.0,0.0,0.0,5.0,0.0,86216.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586026240.0,443618.0,0.0,0.0,443516.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-59.9,26.0,46.0,-1234
295,7711735.0,86217.0,0.0,85198.0,0.0,0.0,1019.0,202.0,0.0,0.0,5.0,0.0,86217.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586026314.0,443619.0,0.0,0.0,443517.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-59.1,25.0,46.0,-1234
296,7711875.0,86218.0,0.0,85198.0,0.0,0.0,1020.0,202.0,0.0,0.0,5.0,0.0,86218.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586026388.0,443620.0,0.0,0.0,443518.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-63.5,25.0,46.0,-1234
297,7711875.0,86218.0,0.0,85198.0,0.0,0.0,1020.0,202.0,0.0,0.0,5.0,0.0,86218.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586026388.0,443620.0,0.0,0.0,443518.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-63.5,25.0,46.0,-1234
298,7712155.0,86220.0,0.0,85198.0,0.0,0.0,1022.0,202.0,0.0,0.0,5.0,0.0,86220.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586026536.0,443622.0,0.0,0.0,443520.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-67.4,25.0,46.0,-1234
299,7712295.0,86221.0,0.0,85198.0,0.0,0.0,1023.0,202.0,0.0,0.0,5.0,0.0,86221.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586026536.0,443622.0,0.0,0.0,443520.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-67.4,25.0,46.0,-1234
300,7712446.0,86222.0,0.0,85198.0,0.0,0.0,1024.0,202.0,0.0,0.0,5.0,0.0,86222.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586026610.0,443623.0,0.0,0.0,443521.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-68.2,26.0,46.0,-1234
301,7712597.0,86223.0,0.0,85198.0,0.0,0.0,1025.0,202.0,0.0,0.0,5.0,0.0,86223.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586026695.0,443624.0,0.0,0.0,443522.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-69.8,26.0,46.0,-1234
302,7712597.0,86223.0,0.0,85198.0,0.0,0.0,1025.0,202.0,0.0,0.0,5.0,0.0,86223.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586026780.0,443625.0,0.0,0.0,443523.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-73.9,30.0,46.0,-1234
303,7712748.0,86224.0,0.0,85198.0,0.0,0.0,1026.0,202.0,0.0,0.0,5.0,0.0,86224.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586026780.0,443625.0,0.0,0.0,443523.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-73.9,30.0,46.0,-1234
304,7712899.0,86225.0,0.0,85198.0,0.0,0.0,1027.0,202.0,0.0,0.0,5.0,0.0,86225.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586026865.0,443626.0,0.0,0.0,443524.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-74.9,31.0,46.0,-1234
305,7712899.0,86225.0,0.0,85198.0,0.0,0.0,1027.0,202.0,0.0,0.0,5.0,0.0,86225.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586026950.0,443627.0,0.0,0.0,443525.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-75.1,31.0,46.0,-1234
306,7713050.0,86226.0,0.0,85198.0,0.0,0.0,1028.0,202.0,0.0,0.0,5.0,0.0,86226.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586026950.0,443627.0,0.0,0.0,443525.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-75.1,31.0,46.0,-1234
307,7713201.0,86227.0,0.0,85198.0,0.0,0.0,1029.0,202.0,0.0,0.0,5.0,0.0,86227.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586027035.0,443628.0,0.0,0.0,443526.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-77.5,31.0,46.0,-1234
308,7713201.0,86227.0,0.0,85198.0,0.0,0.0,1029.0,202.0,0.0,0.0,5.0,0.0,86227.0,0.0,0.0,702.0,11.0,8.0,2.0,80.0,0.0,586027120.0,443629.0,0.0,0.0,443527.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-77.7,32.0,46.0,-1234
309,7713352.0,86228.0,0.0,85198.0,0.0,0.0,1030.0,202.0,0.0,0.0,5.0,0.0,86228.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586027205.0,443630.0,0.0,0.0,443528.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.3,30.0,46.0,-1234
310,7713352.0,86228.0,0.0,85198.0,0.0,0.0,1030.0,202.0,0.0,0.0,5.0,0.0,86228.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586027247.0,443631.0,0.0,0.0,443529.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-77.9,30.0,46.0,-1234
311,7713352.0,86228.0,0.0,85198.0,0.0,0.0,1030.0,202.0,0.0,0.0,5.0,0.0,86228.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586027247.0,443631.0,0.0,0.0,443529.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-77.9,30.0,46.0,-1234
312,7713352.0,86228.0,0.0,85198.0,0.0,0.0,1030.0,202.0,0.0,0.0,5.0,0.0,86228.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586027247.0,443631.0,0.0,0.0,443529.0,92.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-77.9,30.0,46.0,-1234
313,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586027332.0,443632.0,0.0,0.0,443530.0,92.0,10.0,0.0,468.0,11.0,0.0,5.0,2.0,80.0,0.0,-77.9,30.0,46.0,-1234
314,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586027332.0,443632.0,0.0,0.0,443530.0,92.0,10.0,0.0,468.0,11.0,0.0,5.0,2.0,80.0,0.0,-77.9,30.0,46.0,-1234
315,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586027378.0,443633.0,0.0,0.0,443530.0,93.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-77.9,30.0,46.0,-1234
316,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586027378.0,443633.0,0.0,0.0,443530.0,93.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,1.0,-77.9,30.0,46.0,-1234
317,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028066.0,443635.0,0.0,0.0,443530.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-78.2,30.0,46.0,-1234
318,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028066.0,443635.0,0.0,0.0,443530.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-78.2,30.0,46.0,-1234
319,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028066.0,443635.0,0.0,0.0,443530.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-78.2,30.0,46.0,-1234
320,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028066.0,443635.0,0.0,0.0,443530.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-78.2,30.0,46.0,-1234
321,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028066.0,443635.0,0.0,0.0,443530.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-78.2,30.0,46.0,-1234
322,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028066.0,443635.0,0.0,0.0,443530.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-78.2,30.0,46.0,-1234
323,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028066.0,443635.0,0.0,0.0,443530.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-78.2,30.0,46.0,-1234
324,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028066.0,443635.0,0.0,0.0,443530.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-78.2,30.0,46.0,-1234
325,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028066.0,443635.0,0.0,0.0,443530.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-78.2,30.0,46.0,-1234
326,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028066.0,443635.0,0.0,0.0,443530.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-78.2,30.0,46.0,-1234
327,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
328,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
329,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
330,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
331,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
332,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
333,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
334,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
335,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
336,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
337,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
338,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
339,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
340,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
341,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
342,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
343,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028108.0,443636.0,0.0,0.0,443531.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,28.0,46.0,-1234
344,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028150.0,443637.0,0.0,0.0,443532.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,23.0,46.0,-1234
345,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028150.0,443637.0,0.0,0.0,443532.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,23.0,46.0,-1234
346,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028150.0,443637.0,0.0,0.0,443532.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,23.0,46.0,-1234
347,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028150.0,443637.0,0.0,0.0,443532.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,23.0,46.0,-1234
348,7713503.0,86229.0,0.0,85198.0,0.0,0.0,1031.0,202.0,0.0,0.0,5.0,0.0,86229.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028150.0,443637.0,0.0,0.0,443532.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,23.0,46.0,-1234
349,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028150.0,443637.0,0.0,0.0,443532.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-76.0,23.0,46.0,-1234
350,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,9.0,2.0,80.0,0.0,-77.2,29.0,46.0,-1234
351,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
352,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
353,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
354,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
355,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
356,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
357,7713648.0,86230.0,0.0,85198.0,0.0,0.0,1032.0,202.0,0.0,0.0,5.0,0.0,86230.0,0.0,0.0,780.0,11.0,9.0,2.0,80.0,0.0,586028229.0,443638.0,0.0,0.0,443533.0,95.0,10.0,0.0,867.0,11.0,0.0,0.0,0.0,20.0,0.0,-77.5,29.0,46.0,-1234
