"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,27076,199,22504337,39808,0,80,0
192.168.10.120,0,0,0,0,0,0,27080,198,31744735,56129,0,78,0
192.168.10.121,0,0,0,0,0,0,29049,206,19417711,34353,0,78,0
192.168.10.126,0,0,0,0,0,0,27059,196,23549749,41650,0,78,0
192.168.10.138,0,0,0,0,0,0,26823,199,22362871,39553,0,79,0
192.168.10.140,0,0,0,0,0,0,29124,209,41882021,74040,0,78,0
192.168.10.152,0,0,0,0,0,0,28208,200,16480411,29167,0,77,0
192.168.10.155,0,0,0,0,0,0,27081,198,24200823,42800,0,78,0
192.168.10.158,0,0,0,0,0,0,27742,203,16881117,29874,0,79,0
192.168.10.190,0,0,0,0,0,0,27632,200,14732035,26071,1,79,0
192.168.10.217,0,0,0,0,0,0,27464,203,41657859,73643,0,79,0
192.168.10.226,0,0,0,0,0,0,28833,206,20863573,36908,0,77,0
192.168.10.229,0,0,0,0,0,0,27510,199,18346509,32456,1,79,0
192.168.10.247,0,0,0,0,0,0,26928,197,22903751,40515,0,79,0
localhost,283,208,1320,3,0,0,396978,1676,90030342,154745,0,0,2325
control,147,111,214,1,0,0,0,0,0,0,0,0,0
