"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.122,0,0,0,0,0,0,68412,1259,94493717,67000,0,77,0
192.168.10.137,0,0,0,0,0,0,69724,1240,99418801,70488,0,78,0
192.168.10.138,0,0,0,0,0,0,23394,154,93010379,65947,0,77,0
192.168.10.140,0,0,0,0,0,0,26698,161,113675173,80588,0,78,0
192.168.10.152,0,0,0,0,0,0,73244,1359,79329703,56259,0,79,0
192.168.10.161,0,0,0,0,0,0,71814,1268,106020289,75164,0,78,0
192.168.10.168,0,0,0,0,0,0,70700,1324,94603081,67076,0,78,0
192.168.10.217,0,0,0,0,0,0,32960,170,201268281,142640,0,77,0
192.168.10.248,0,0,0,0,0,0,25268,158,119203349,84504,0,78,0
localhost,168,118,1100,3,0,0,366001,1014,485166550,340080,0,0,2922
control,161,112,163,0,0,0,0,0,0,0,0,0,0
