"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,39796,225,21827421,119942,2045,89,0
192.168.10.120,0,0,0,0,0,0,80766,1327,30218095,166045,3519,88,0
192.168.10.121,0,0,0,0,0,0,42076,232,13677497,75162,1261,88,0
192.168.10.122,0,0,0,0,0,0,80672,1324,21638805,118904,2197,86,0
192.168.10.126,0,0,0,0,0,0,37764,215,15820175,86937,1141,87,0
192.168.10.128,0,0,0,0,0,0,88022,1495,38189463,209843,3918,88,0
192.168.10.137,0,0,0,0,0,0,83174,1323,16800435,92321,1941,87,0
192.168.10.138,0,0,0,0,0,0,39784,222,14641237,80458,1175,87,0
192.168.10.140,0,0,0,0,0,0,38200,217,19843839,109043,1565,87,0
192.168.10.152,0,0,0,0,0,0,84514,1397,14911043,81939,1185,87,0
192.168.10.155,0,0,0,0,0,0,92344,1578,16467243,90491,1231,87,0
192.168.10.158,0,0,0,0,0,0,35750,207,16103297,88492,1559,88,0
192.168.10.168,0,0,0,0,0,0,85416,1371,18291925,100516,1059,88,0
192.168.10.190,0,0,0,0,0,0,36454,208,14946947,82137,1335,87,0
192.168.10.217,0,0,0,0,0,0,36094,209,39729365,218304,3979,87,0
192.168.10.226,0,0,0,0,0,0,37416,212,20041697,110130,2000,88,0
192.168.10.229,0,0,0,0,0,0,81464,1303,38938551,213959,3320,87,0
192.168.10.247,0,0,0,0,0,0,36730,208,15386841,84554,1059,86,0
192.168.10.248,0,0,0,0,0,0,37720,215,18527847,101813,1733,88,0
localhost,1062,252,1382,6,487,3,405250,1533,15254865,75629,30,0,911
control,1090,240,536,7,29,0,0,0,0,0,0,0,0
