"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,44913,324,34444847,24491,0,80,0
192.168.10.120,0,0,0,0,0,0,41289,312,32294987,22979,0,79,0
192.168.10.121,0,0,0,0,0,0,42771,317,26981785,19204,0,80,0
192.168.10.122,0,0,0,0,0,0,40687,309,26237611,18672,0,80,0
192.168.10.128,0,0,0,0,0,0,44873,326,45297661,32192,0,80,0
192.168.10.137,0,0,0,0,0,0,39345,299,16110809,11492,3,81,0
192.168.10.138,0,0,0,0,0,0,41843,320,26659355,18967,0,81,0
192.168.10.140,0,0,0,0,0,0,42443,322,49794181,35383,0,81,0
192.168.10.152,0,0,0,0,0,0,42689,314,11085375,7925,1,80,0
192.168.10.158,0,0,0,0,0,0,41039,313,20110125,14328,0,81,0
192.168.10.161,0,0,0,0,0,0,40647,309,22602943,16091,1,81,0
192.168.10.168,0,0,0,0,0,0,43595,315,20198701,14402,0,80,0
192.168.10.226,0,0,0,0,0,0,40655,300,26487869,18856,0,79,0
192.168.10.229,0,0,0,0,0,0,42437,313,23806369,16951,0,81,0
localhost,364,244,844,3,0,0,463054,1821,111210751,79222,0,0,707
control,151,124,320,1,0,0,0,0,0,0,0,0,0
