name,time,Bandsteering,Channel,ChannelWidth,Medium_available,Phyrate,RX-Broadcasts,RX-Discards,RX-Errors,RX-KBytes,RX-Multicasts,RX-Packets,RX-Unicasts,RX_bitRate,TX-Broadcasts,TX-Discards,TX-Errors,TX-KBytes,TX-Multicasts,TX-Packets,TX-Unicasts,TX_bitRate,apband,apmac
ap-statis,2019-05-02T00:00:01+02:00,1,40,80,87,198,32,0,0,836,382,6091,5677,2282.13,740,0,0,11069,749,14057,12569,13821.3,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:00:16+02:00,1,40,80,85,198,32,0,0,841,383,6100,5687,3001.07,744,0,0,11072,749,14070,12579,1563.2,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:00:31+02:00,1,40,80,88,198,32,0,0,842,383,6109,5694,335.467,744,0,0,11073,749,14079,12626,443.733,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:00:46+02:00,1,40,80,87,198,32,0,0,853,389,6202,5782,6291.73,746,0,0,11328,755,14310,12812,139643,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:01:01+02:00,1,40,80,86,198,32,0,0,854,390,6207,5786,151.467,748,0,0,11329,757,14317,12853,305.067,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:01:16+02:00,1,40,80,85,198,32,0,0,856,390,6214,5792,1145.07,748,0,0,11351,760,14369,12861,12272,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:01:31+02:00,1,40,80,85,198,32,0,0,856,390,6219,5797,233.6,750,0,0,11362,760,14393,12885,5755.73,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:02:01+02:00,1,40,80,89,198,32,0,0,860,391,6241,5819,1430.93,752,0,0,11391,762,14465,12952,9653.87,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:02:16+02:00,1,40,80,87,198,32,0,0,860,397,6244,5821,82.1333,754,0,0,11396,768,14479,12963,2928.53,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:02:31+02:00,1,40,80,87,198,32,0,0,862,397,6257,5828,870.933,756,0,0,11418,768,14533,13009,12070.9,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:02:46+02:00,1,40,80,87,198,32,0,0,869,405,6324,5893,3922.67,756,0,0,11560,776,14647,13119,77226.1,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:03:00+02:00,1,40,80,86,198,32,0,0,873,406,6344,5907,2110.86,760,0,0,11584,779,14711,13178,14272.6,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:03:31+02:00,1,40,80,88,198,32,0,0,873,406,6353,5915,278.4,763,0,0,11606,783,14768,13224,11362.1,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:04:01+02:00,1,40,80,86,198,32,0,0,881,412,6384,5946,4066.67,770,0,0,11634,794,14847,13289,15238.4,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:04:15+02:00,1,40,80,86,198,32,0,0,882,412,6393,5949,792.571,772,0,0,11636,794,14859,13295,1009.71,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:04:31+02:00,1,40,80,88,198,32,0,0,883,412,6401,5957,494.5,774,0,0,11658,794,14911,13343,11086,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:04:46+02:00,1,40,80,86,198,32,0,0,893,412,6493,6049,5213.33,774,0,0,11860,794,15069,13501,110417,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:05:31+02:00,1,40,80,86,198,32,0,0,900,413,6524,6079,154.286,779,0,0,11888,799,15148,13570,397.714,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:05:46+02:00,1,40,80,82,198,32,0,0,901,419,6529,6084,57.6,781,0,0,11908,805,15193,13613,11046.4,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:06:16+02:00,1,40,80,86,198,32,0,0,909,430,6565,6113,3779.2,783,0,0,11938,820,15279,13682,15417.6,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:06:31+02:00,1,40,80,85,198,32,0,0,910,430,6580,6118,794.667,786,0,0,11950,820,15312,13707,6232.53,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:06:46+02:00,1,40,80,86,198,32,0,0,920,430,6654,6192,5440,787,0,0,12136,828,15475,13860,101818,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:07:15+02:00,1,40,80,86,198,32,0,0,925,431,6682,6220,3092.57,791,0,0,12161,833,15547,13925,1695.43,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:07:16+02:00,1,40,80,86,198,32,0,0,925,431,6682,6220,3092.57,791,0,0,12161,833,15547,13925,1695.43,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:07:30+02:00,1,40,80,86,198,32,0,0,927,445,6694,6238,861.333,791,0,0,12184,847,15602,13972,12198.9,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:07:31+02:00,1,40,80,86,198,32,0,0,927,445,6694,6238,861.333,791,0,0,12184,847,15602,13972,12198.9,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:07:46+02:00,1,40,80,87,198,32,0,0,959,447,6917,6438,16225.5,793,0,0,12370,852,15834,14194,95357,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:08:01+02:00,1,40,80,85,198,32,0,0,961,454,6928,6450,1293.87,795,0,0,12393,863,15890,14243,12542.9,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:08:31+02:00,1,40,80,87,198,32,0,0,964,460,6970,6478,938.667,800,0,0,12419,873,15987,14314,12558.9,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:09:01+02:00,1,40,80,86,198,32,0,0,975,461,7059,6566,1811,805,0,0,12628,876,16185,14506,11599,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:09:16+02:00,1,40,80,86,198,32,0,0,978,467,7078,6579,1397.87,807,0,0,12631,885,16208,14516,1671.47,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:09:31+02:00,1,40,80,88,198,32,0,0,978,467,7083,6584,179.2,810,0,0,12652,885,16255,14560,11333.3,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:10:01+02:00,1,40,80,87,198,32,0,0,981,467,7099,6600,1745.07,817,0,0,12679,890,16318,14614,15062.9,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:10:31+02:00,1,40,80,86,198,32,0,0,986,467,7129,6630,2092.27,821,0,0,12716,890,16420,14711,12294.9,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:10:46+02:00,1,40,80,87,198,32,0,0,993,473,7200,6702,3832.53,822,0,0,12892,896,16554,14843,96514.1,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:11:31+02:00,1,40,80,88,198,32,0,0,998,473,7232,6728,929.067,827,0,0,12929,901,16655,14928,6538.13,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:11:46+02:00,1,40,80,88,198,32,0,0,998,473,7237,6732,185.6,829,0,0,12939,901,16682,14952,5910.4,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:12:01+02:00,1,40,80,88,198,32,0,0,998,474,7237,6732,0,831,0,0,12965,906,16734,15004,13752,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:12:31+02:00,1,40,80,87,198,32,0,0,1004,480,7262,6756,508.8,833,0,0,12987,912,16797,15058,11693.9,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:12:46+02:00,1,40,80,88,198,32,0,0,1023,480,7422,6910,10541.9,835,0,0,13355,912,17085,15338,201122,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:13:15+02:00,1,40,80,88,198,32,0,0,1025,480,7431,6920,1200.53,837,0,0,13377,917,17135,15388,12224,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:13:16+02:00,1,40,80,88,198,32,0,0,1025,480,7433,6921,44.8,838,0,0,13378,918,17145,15390,434.133,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:13:31+02:00,1,40,80,86,198,32,0,0,1026,480,7444,6932,521.6,841,0,0,13400,918,17198,15439,11709.9,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:14:16+02:00,1,40,80,88,198,32,0,0,1033,486,7478,6962,762.133,850,0,0,13428,929,17283,15506,1155.2,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:14:46+02:00,1,40,80,87,198,32,0,0,1050,490,7662,7140,7780.5,858,0,0,13882,934,17668,15876,221526,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:15:01+02:00,1,40,80,86,198,32,0,0,1054,490,7671,7149,2282.13,859,0,0,13907,938,17722,15925,13829.9,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:15:16+02:00,1,40,80,86,198,32,0,0,1055,491,7679,7156,530.667,862,0,0,13912,947,17743,15934,2341.87,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:15:30+02:00,1,40,80,86,198,32,0,0,1055,491,7685,7162,216,867,0,0,13933,947,17793,15979,12277.7,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:15:46+02:00,1,40,80,88,198,32,0,0,1056,491,7692,7170,291,870,0,0,13933,947,17799,15985,356,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:16:30+02:00,1,40,80,87,198,32,0,0,1062,497,7726,7197,236.571,879,0,0,13980,958,17923,16088,12073.1,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:16:31+02:00,1,40,80,88,198,32,0,0,1062,497,7726,7197,236.571,879,0,0,13980,958,17923,16088,12073.1,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:16:46+02:00,1,40,80,87,198,32,0,0,1062,497,7734,7205,349,882,0,0,13981,958,17934,16095,570,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:17:01+02:00,1,40,80,87,198,32,0,0,1073,498,7814,7284,6134.93,885,0,0,14179,960,18122,16280,107943,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:17:16+02:00,1,40,80,87,198,32,0,0,1076,498,7822,7292,1165.33,888,0,0,14180,963,18132,16281,416,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:17:46+02:00,1,40,80,86,198,32,0,0,1077,504,7837,7304,680,893,0,0,14202,969,18190,16331,892.267,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:18:01+02:00,1,40,80,85,198,32,0,0,1083,505,7860,7323,3304,898,0,0,14229,971,18257,16390,14764.3,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:18:16+02:00,1,40,80,85,198,32,0,0,1084,505,7866,7329,440,901,0,0,14231,975,18271,16396,761.067,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:18:45+02:00,1,40,80,87,198,32,0,0,1085,505,7876,7339,138.286,906,0,0,14252,975,18323,16442,300.571,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:18:46+02:00,1,40,80,88,198,32,0,0,1085,505,7876,7339,138.286,906,0,0,14252,975,18323,16442,300.571,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:19:00+02:00,1,40,80,88,198,32,0,0,1109,506,8144,7607,13283.2,910,0,0,14956,980,18882,16993,384749,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:19:01+02:00,1,40,80,86,198,32,0,0,1109,506,8144,7607,13283.2,910,0,0,14956,980,18882,16993,384749,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:19:16+02:00,1,40,80,86,198,32,0,0,1111,506,8158,7620,1163.5,914,0,0,14958,980,18899,17005,1086,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:19:31+02:00,1,40,80,86,198,32,0,0,1113,512,8167,7623,739.733,917,0,0,14980,986,18950,17049,11910.9,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:19:46+02:00,1,40,80,88,198,32,0,0,1113,512,8169,7625,44.8,920,0,0,14981,986,18955,17049,208,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:20:00+02:00,1,40,80,88,198,32,0,0,1118,513,8187,7642,2828,923,0,0,15007,988,19016,17105,15270.3,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:20:01+02:00,1,40,80,86,198,32,0,0,1118,513,8187,7642,2828,923,0,0,15007,988,19016,17105,15270.3,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:20:16+02:00,1,40,80,84,198,32,0,0,1121,513,8206,7661,1555.5,927,0,0,15009,988,19034,17119,1294,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:20:31+02:00,1,40,80,88,198,32,0,0,1122,513,8220,7675,927.467,931,0,0,15039,988,19093,17175,16110.9,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:20:46+02:00,1,40,80,86,198,32,0,0,1123,513,8227,7682,490.667,932,0,0,15039,988,19099,17179,419.2,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:21:01+02:00,1,40,80,87,198,32,0,0,1134,514,8303,7760,5563.73,935,0,0,15234,993,19265,17346,106382,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:21:16+02:00,1,40,80,86,198,32,0,0,1138,520,8326,7775,2159.47,939,0,0,15249,1000,19314,17375,7996.8,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:21:31+02:00,1,40,80,86,198,32,0,0,1140,520,8345,7793,1429.87,943,0,0,15261,1000,19349,17409,6657.6,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:21:46+02:00,1,40,80,84,198,32,0,0,1140,520,8347,7796,44.8,944,0,0,15271,1000,19373,17430,5654.4,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:22:16+02:00,1,40,80,87,198,32,0,0,1143,521,8364,7811,1490.67,951,0,0,15296,1006,19443,17486,1723.73,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:23:30+02:00,1,40,80,85,198,32,0,0,1158,527,8458,7899,168,961,0,0,15458,1018,19702,17723,12098.3,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:23:31+02:00,1,40,80,88,198,32,0,0,1158,527,8458,7899,168,961,0,0,15458,1018,19702,17723,12098.3,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:23:46+02:00,1,40,80,86,198,32,0,0,1159,527,8460,7901,54,964,0,0,15459,1018,19706,17724,162,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:24:01+02:00,1,40,80,86,198,32,0,0,1163,528,8471,7911,2344,964,0,0,15484,1023,19760,17776,13822.4,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:24:16+02:00,1,40,80,84,198,32,0,0,1164,528,8481,7921,444.8,966,0,0,15498,1023,19807,17818,7406.93,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:24:30+02:00,1,40,80,84,198,32,0,0,1167,534,8500,7934,1715.43,969,0,0,15520,1029,19865,17867,13389.1,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:24:31+02:00,1,40,80,88,198,32,0,0,1167,534,8500,7934,1715.43,969,0,0,15520,1029,19865,17867,13389.1,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:24:46+02:00,1,40,80,88,198,32,0,0,1167,534,8503,7937,100,969,0,0,15521,1029,19867,17869,107,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:25:16+02:00,1,40,80,87,198,32,0,0,1190,535,8680,8113,1183.47,973,0,0,15936,1034,20228,18221,1116.8,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:25:46+02:00,1,40,80,88,198,32,0,0,1193,535,8696,8129,1451.73,976,0,0,15959,1034,20281,18271,994.133,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:26:16+02:00,1,40,80,87,198,32,0,0,1197,541,8714,8150,2313.5,977,0,0,15985,1045,20349,18330,5454,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:26:31+02:00,1,40,80,87,198,32,0,0,1200,541,8733,8160,1193.07,980,0,0,16008,1045,20409,18386,12484.8,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:26:46+02:00,1,40,80,87,198,32,0,0,1202,541,8751,8178,1408.53,981,0,0,16011,1045,20428,18402,1520,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:27:31+02:00,1,40,80,86,198,32,0,0,1213,541,8849,8276,531,985,0,0,16252,1050,20684,18649,11085,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:27:46+02:00,1,40,80,86,198,32,0,0,1215,541,8861,8288,1152,985,0,0,16253,1050,20693,18658,823.467,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:28:01+02:00,1,40,80,85,198,32,0,0,1215,547,8862,8290,22.4,988,0,0,16253,1061,20695,18699,86.4,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:28:15+02:00,1,40,80,85,198,32,0,0,1219,547,8876,8312,2668.57,989,0,0,16279,1062,20759,18709,14913.1,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:28:31+02:00,1,40,80,86,198,32,0,0,1225,547,8910,8331,2802,989,0,0,16316,1062,20843,18792,19217,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:28:46+02:00,1,40,80,85,198,32,0,0,1225,547,8910,8332,0,993,0,0,16317,1062,20846,18792,124.8,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:29:01+02:00,1,40,80,86,198,32,0,0,1226,547,8920,8341,583.467,993,0,0,16317,1068,20854,18841,512,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:29:16+02:00,1,40,80,86,198,32,0,0,1232,548,8951,8373,3182.4,996,0,0,16391,1068,20947,18887,40171.2,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:29:30+02:00,1,40,80,86,198,32,0,0,1233,548,8961,8381,401.714,997,0,0,16392,1068,20960,18935,718.857,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:29:46+02:00,1,40,80,85,198,32,0,0,1234,554,8975,8389,891.5,997,0,0,16414,1074,21013,18942,11333.5,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:30:31+02:00,1,40,80,86,198,32,0,0,1242,554,9001,8416,220.8,1005,0,0,16445,1087,21094,19045,226.133,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:30:46+02:00,1,40,80,86,198,32,0,0,1243,554,9011,8425,417.067,1006,0,0,16466,1087,21146,19053,11664,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:31:16+02:00,1,40,80,87,198,32,0,0,1266,555,9167,8580,12648,1010,0,0,16808,1092,21454,19352,175374,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:31:46+02:00,1,40,80,86,198,32,0,0,1267,561,9178,8590,37.7143,1014,0,0,16830,1099,21506,19401,11964.6,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:32:00+02:00,1,40,80,86,198,32,0,0,1268,561,9185,8593,310.4,1014,0,0,16831,1104,21516,19444,546.133,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:32:16+02:00,1,40,80,86,198,32,0,0,1271,561,9200,8608,1791,1014,0,0,16854,1104,21576,19459,12114,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:32:46+02:00,1,40,80,88,198,32,0,0,1274,577,9230,8633,1320.53,1018,0,0,16879,1125,21652,19519,12936,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:33:46+02:00,1,40,80,88,198,32,0,0,1293,585,9377,8761,57.6,1033,0,0,17093,1137,21950,19781,11429.3,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:34:31+02:00,1,40,80,86,198,32,0,0,1307,586,9425,8808,638.933,1071,0,0,17143,1195,22149,19926,5727.47,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:34:46+02:00,1,40,80,88,198,32,0,0,1309,592,9439,8821,1220.8,1078,0,0,17165,1201,22203,19933,12034.1,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:35:00+02:00,1,40,80,87,198,32,0,0,1309,592,9439,8821,1220.8,1078,0,0,17165,1201,22203,19933,12034.1,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:35:01+02:00,1,40,80,87,198,32,0,0,1311,592,9453,8829,950.933,1087,0,0,17168,1206,22226,19984,1504.53,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:35:15+02:00,1,40,80,87,198,32,0,0,1325,592,9575,8952,8005.71,1104,0,0,17487,1206,22511,20206,186626,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:35:31+02:00,1,40,80,88,198,32,0,0,1328,592,9597,8973,1679,1119,0,0,17496,1206,22553,20233,4458,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:35:46+02:00,1,40,80,88,198,32,0,0,1328,592,9597,8973,0,1142,0,0,17512,1206,22603,20263,9072.53,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:36:16+02:00,1,40,80,86,198,32,0,0,1334,593,9621,8996,2588.27,1174,0,0,17542,1211,22706,20326,3743.47,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:37:46+02:00,1,40,80,86,198,32,0,0,1355,599,9833,9202,1059.5,1234,0,0,18058,1223,23287,20832,11066.5,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:38:16+02:00,1,40,80,88,198,32,0,0,1361,605,9860,9224,3268.27,1236,0,0,18089,1243,23373,20896,16740.3,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:38:31+02:00,1,40,80,87,198,32,0,0,1362,605,9872,9235,684.267,1239,0,0,18090,1243,23386,20946,774.4,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:38:46+02:00,1,40,80,87,198,32,0,0,1364,605,9883,9246,1115.2,1241,0,0,18112,1243,23438,20954,11957.9,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:39:31+02:00,1,40,80,84,198,32,0,0,1381,605,10008,9371,300.8,1247,0,0,18393,1248,23704,21249,484.267,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:39:45+02:00,1,40,80,84,198,32,0,0,1382,605,10013,9376,435.429,1248,0,0,18413,1248,23748,21253,12139.4,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:40:16+02:00,1,40,80,87,198,32,0,0,1387,611,10040,9397,1669,1256,0,0,18443,1259,23829,21314,14152.5,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:40:31+02:00,1,40,80,85,198,32,0,0,1388,611,10051,9408,508.8,1256,0,0,18450,1259,23849,21334,3366.93,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:41:01+02:00,1,40,80,86,198,32,0,0,1390,611,10067,9424,1173.33,1266,0,0,18487,1261,23942,21416,12143.5,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:41:31+02:00,1,40,80,86,198,32,0,0,1408,618,10230,9586,531,1273,0,0,18883,1268,24282,21750,11125,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:41:46+02:00,1,40,80,85,198,32,0,0,1409,618,10239,9589,685.333,1273,0,0,18885,1268,24292,21751,835.733,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:42:15+02:00,1,40,80,85,198,32,0,0,1412,618,10249,9600,1200.57,1280,0,0,18908,1273,24350,21802,13253.7,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:42:16+02:00,1,40,80,87,198,32,0,0,1412,618,10249,9600,1200.57,1280,0,0,18908,1273,24350,21802,13253.7,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:43:01+02:00,1,40,80,85,198,32,0,0,1413,618,10269,9620,129.067,1289,0,0,18931,1278,24420,21900,365.867,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:43:15+02:00,1,40,80,85,198,32,0,0,1418,624,10288,9638,2458.29,1289,0,0,18955,1285,24481,21914,14040,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:43:16+02:00,1,40,80,84,198,32,0,0,1418,624,10288,9638,2458.29,1289,0,0,18955,1285,24481,21914,14040,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:43:30+02:00,1,40,80,88,198,32,0,0,1431,624,10394,9741,7126.93,1292,0,0,19201,1285,24675,22144,134369,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:43:46+02:00,1,40,80,87,198,32,0,0,1433,624,10409,9753,1004.5,1294,0,0,19223,1285,24730,22151,11291,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:44:30+02:00,1,40,80,86,198,32,0,0,1438,624,10437,9781,260.571,1303,0,0,19249,1290,24810,22257,333.143,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:44:31+02:00,1,40,80,86,198,32,0,0,1438,624,10437,9781,260.571,1303,0,0,19249,1290,24810,22257,333.143,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:44:46+02:00,1,40,80,86,198,32,0,0,1439,624,10445,9790,349,1309,0,0,19271,1290,24861,22264,10886,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:45:16+02:00,1,40,80,86,198,32,0,0,1450,640,10518,9846,2824.53,1315,0,0,19378,1311,25004,22379,14357.9,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:46:45+02:00,1,40,80,87,198,32,0,0,1467,646,10667,9989,1071.43,1330,0,0,19682,1323,25369,22716,1228,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:47:01+02:00,1,40,80,85,198,32,0,0,1467,647,10668,9991,21,1334,0,0,19682,1328,25374,22757,198,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:47:16+02:00,1,40,80,83,198,32,0,0,1469,647,10676,9999,1167.47,1335,0,0,19704,1328,25427,22766,12328.5,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:47:31+02:00,1,40,80,88,198,32,0,0,1476,647,10739,10060,3727.47,1339,0,0,19844,1328,25543,22917,76082.7,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:47:45+02:00,1,40,80,88,198,32,0,0,1476,647,10741,10063,61.7143,1341,0,0,19864,1328,25586,22919,11930.3,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:47:46+02:00,1,40,80,87,198,32,0,0,1476,647,10741,10063,61.7143,1341,0,0,19864,1328,25586,22919,11930.3,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:48:31+02:00,1,40,80,85,198,32,0,0,1483,653,10781,10096,2331.2,1349,0,0,19903,1336,25700,23055,2097.07,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:49:01+02:00,1,40,80,87,198,32,0,0,1484,653,10793,10108,332.571,1358,0,0,19925,1337,25759,23104,856,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:49:16+02:00,1,40,80,88,198,32,0,0,1489,653,10802,10117,2628,1359,0,0,19951,1338,25811,23114,12969.5,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:49:46+02:00,1,40,80,88,198,32,0,0,1504,653,10934,10249,784.533,1363,0,0,20276,1338,26091,23390,11588.8,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:51:01+02:00,1,40,80,85,198,32,0,0,1514,660,10988,10296,334.933,1376,0,0,20351,1362,26293,23555,11906.1,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:51:16+02:00,1,40,80,85,198,32,0,0,1516,660,10995,10303,1168,1378,0,0,20353,1362,26300,23562,1148.27,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:52:16+02:00,1,40,80,86,198,32,0,0,1532,666,11118,10420,2570.13,1387,0,0,20618,1373,26588,23831,2940.27,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:53:01+02:00,1,40,80,85,198,32,0,0,1536,666,11143,10445,1251.2,1392,0,0,20642,1376,26659,23931,1194.13,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:53:16+02:00,1,40,80,88,198,32,0,0,1541,666,11159,10462,2592.53,1395,0,0,20668,1380,26718,23947,14178.7,radio_5G,A491B16F74AD
ap-statis,2019-05-02T00:53:31+02:00,1,40,80,88,198,32,0,0,1551,672,11273,10569,5819.2,1396,0,0,20938,1386,26932,24190,147476,radio_5G,A491B16F74AD
