name,time,Capabilities,IfRepeater,RSSI,RX-Errors,RX-KBytes,RX-Packets,RX-Phyrate,RX_bitRate,State,TX-Errors,TX-KBytes,TX-Packets,TX-Phyrate,TX_bitRate,apmac,deviceaddress,interface
ap-station_last4,2019-05-02T18:21:16+02:00," N 1X1 SGI20 SGI40",0,-56,0,722,5072,150,0,14,0,20754,39205,135,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:21:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5844,47013,433,0,14,0,77447,91205,433,0,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:21:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-65,0,13921,87306,293,759.467,14,0,151015,152907,260,147.2,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:21:46+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-59,0,30705,279740,780,22.4,14,0,613749,484235,702,0,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:21:46+02:00," N 1X1 SGI20 SGI40",0,-56,0,722,5073,150,0,14,0,20759,39216,135,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:22:16+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-56,0,5846,47027,433,0,14,0,77453,91226,433,37.3333,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:22:16+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-62,0,13927,87322,263,187.733,14,0,151025,152930,260,109.333,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:22:16+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-58,0,30705,279740,780,0,14,0,613754,484248,780,44.8,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:22:16+02:00," N 1X1 SGI20 SGI40",0,-58,0,722,5073,150,0,14,0,20764,39228,135,37.3333,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:22:31+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-56,0,5846,47027,433,0,14,0,77459,91236,433,2763.2,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:22:31+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-63,0,13928,87329,176,325.867,14,0,151031,152947,260,3200,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:22:31+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-58,0,30705,279740,780,0,14,0,613759,484258,780,2714.13,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:22:31+02:00," N 1X1 SGI20 SGI40",0,-58,0,722,5073,150,0,14,0,20769,39238,90,2763.2,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:22:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-56,0,5846,47027,433,0,14,0,77459,91236,433,0,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:22:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-65,0,13928,87332,117,102.933,14,0,151031,152948,260,46.9333,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:22:46+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-58,0,30705,279740,780,0,14,0,613759,484258,780,0,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:22:46+02:00," N 1X1 SGI20 SGI40",0,-58,0,722,5073,150,0,14,0,20769,39238,90,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:23:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-62,0,13951,87513,263,107.733,14,0,151423,153276,260,152,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:24:01+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5850,47048,433,24.5333,14,0,77477,91284,433,2837.87,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:24:01+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-65,0,13955,87525,176,2408.53,14,0,151433,153297,260,5485.87,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:24:01+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-59,0,30705,279741,780,0,14,0,613775,484293,780,2803.73,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:24:01+02:00," N 1X1 SGI20 SGI40",0,-58,0,722,5074,150,0,14,0,20785,39273,135,2837.87,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:24:16+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5853,47059,433,1171.73,14,0,77478,91291,433,724.267,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:24:16+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-62,0,13956,87530,263,186.667,14,0,151433,153300,260,176,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:24:16+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-59,0,30705,279741,780,0,14,0,613775,484293,780,0,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:24:16+02:00," N 1X1 SGI20 SGI40",0,-58,0,722,5074,150,0,14,0,20785,39273,135,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:24:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5853,47059,433,0,14,0,77483,91301,433,0,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:24:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-64,0,13960,87545,234,2330.13,14,0,151440,153323,260,330.133,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:24:46+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-60,0,30705,279742,780,22.4,14,0,613780,484304,780,52.2667,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:24:46+02:00," N 1X1 SGI20 SGI40",0,-56,0,722,5075,150,0,14,0,20790,39284,120,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:25:16+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5853,47060,433,0,14,0,77489,91316,433,262.933,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:25:16+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-65,0,13977,87678,293,791.467,14,0,151744,153565,325,208.533,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:25:16+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-60,0,30705,279742,780,0,14,0,613785,484316,780,44.8,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:25:16+02:00," N 1X1 SGI20 SGI40",0,-58,0,722,5075,150,0,14,0,20795,39296,90,37.3333,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:25:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5853,47064,433,0,14,0,77494,91327,433,0,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:25:46+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-60,0,30705,279742,780,0,14,0,613790,484326,780,0,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:25:46+02:00," N 1X1 SGI20 SGI40",0,-58,0,722,5075,150,0,14,0,20800,39306,135,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:26:16+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-62,0,13980,87704,263,1256.53,14,0,151757,153605,351,165.867,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:26:16+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-59,0,30711,279783,867,3120,14,0,613814,484368,780,10587.7,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:26:16+02:00," N 1X1 SGI20 SGI40",0,-56,0,722,5076,150,0,14,0,20805,39319,135,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:26:45+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5858,47098,433,1539.43,14,0,77516,91380,433,5452.57,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:27:01+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5858,47098,433,0,14,0,77521,91391,433,2625.5,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:27:01+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-65,0,13988,87780,293,3697,14,0,151908,153746,325,73865,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:27:01+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-60,0,30713,279801,867,0,14,0,613825,484396,780,2586.5,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:27:01+02:00," N 1X1 SGI20 SGI40",0,-58,0,722,5076,150,0,14,0,20816,39340,60,2625.5,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:27:16+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-58,0,5858,47098,433,0,14,0,77521,91392,433,37.3333,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:27:16+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-62,0,13991,87790,293,1260.8,14,0,151908,153748,325,89.6,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:27:16+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-59,0,30713,279802,867,22.4,14,0,613825,484397,780,44.8,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:27:16+02:00," N 1X1 SGI20 SGI40",0,-58,0,722,5076,150,0,14,0,20816,39341,120,37.3333,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:28:16+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5860,47108,433,0,14,0,77535,91428,433,37.3333,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:28:16+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-62,0,13994,87816,88,1277.87,14,0,151924,153798,195,212.267,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:28:16+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-59,0,30713,279803,867,0,14,0,613838,484428,780,44.8,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:28:16+02:00," N 1X1 SGI20 SGI40",0,-58,0,722,5077,150,0,14,0,20829,39372,135,37.3333,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:28:31+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5860,47108,433,0,14,0,77540,91438,433,2763.2,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:28:31+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-65,0,13996,87827,234,788.267,14,0,151930,153811,195,2918.93,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:28:31+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-60,0,30713,279803,867,0,14,0,613843,484438,780,2714.13,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:28:31+02:00," N 1X1 SGI20 SGI40",0,-56,0,722,5080,150,67.2,14,0,20835,39391,135,3355.2,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:28:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5861,47118,433,861.333,14,0,77541,91444,390,547.2,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:28:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-66,0,13996,87829,117,83.7333,14,0,151930,153813,195,120,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:28:46+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-60,0,30713,279803,867,0,14,0,613843,484438,780,0,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:28:46+02:00," N 1X1 SGI20 SGI40",0,-58,0,724,5098,150,1022.93,14,0,20837,39403,135,945.6,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:29:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5863,47126,390,739.2,14,0,77553,91472,433,499.2,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:29:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-62,0,14019,88011,293,292.8,14,0,152334,154150,195,460.267,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:29:46+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-59,0,30713,279804,867,0,14,0,613854,484461,780,0,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:29:46+02:00," N 1X1 SGI20 SGI40",0,-58,0,724,5099,150,0,14,0,20847,39426,120,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:30:01+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5863,47127,390,24.5333,14,0,77558,91484,433,2837.87,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:30:01+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-65,0,14020,88023,263,497.067,14,0,152340,154170,176,3368,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:30:01+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-60,0,30713,279804,867,0,14,0,613859,484473,780,2803.73,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:30:01+02:00," N 1X1 SGI20 SGI40",0,-56,0,724,5099,150,0,14,0,20852,39438,60,2837.87,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:30:16+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5863,47131,390,383.467,14,0,77558,91487,433,273.6,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:30:16+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-65,0,14025,88040,293,2621.87,14,0,152344,154179,176,1909.87,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:30:16+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-60,0,30713,279804,867,0,14,0,613859,484473,780,0,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:30:16+02:00," N 1X1 SGI20 SGI40",0,-56,0,724,5099,150,0,14,0,20852,39438,60,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:30:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5863,47131,293,0,14,0,77565,91505,433,902.933,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:30:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-62,0,14025,88047,293,102.933,14,0,152349,154193,195,46.9333,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:30:46+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-60,0,30713,279805,867,22.4,14,0,613864,484484,780,52.2667,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:30:46+02:00," N 1X1 SGI20 SGI40",0,-58,0,724,5100,150,0,14,0,20858,39449,135,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:31:31+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5866,47150,117,91.7333,14,0,77575,91529,390,2763.2,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:31:31+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-62,0,14039,88146,293,106.133,14,0,152560,154379,195,2820.27,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:31:31+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-59,0,30713,279805,867,0,14,0,613874,484506,780,2714.13,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:31:31+02:00," N 1X1 SGI20 SGI40",0,-56,0,724,5100,150,0,14,0,20868,39471,135,2763.2,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:31:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-67,0,14039,88152,176,221.867,14,0,152560,154383,195,204.267,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:32:01+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5868,47158,293,763.2,14,0,77581,91546,433,3337.07,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:32:01+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-63,0,14041,88168,293,1030.4,14,0,152566,154402,176,3289.07,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:32:01+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-58,0,30713,279805,867,0,14,0,613879,484518,780,2803.73,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:32:01+02:00," N 1X1 SGI20 SGI40",0,-56,0,724,5101,150,22.4,14,0,20873,39484,60,2882.67,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:33:01+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-65,0,5869,47166,293,739.2,14,0,77593,91574,433,3337.07,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:33:01+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-63,0,14049,88198,117,184,14,0,152584,154445,195,2953.07,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:33:01+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-58,0,30713,279806,867,0,14,0,613889,484541,780,2803.73,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:33:01+02:00," N 1X1 SGI20 SGI40",0,-57,0,724,5101,150,0,14,0,20883,39506,150,2837.87,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:33:31+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-58,0,5869,47166,176,0,14,0,77598,91584,433,2763.2,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:33:31+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-64,0,14066,88370,293,57.0667,14,0,153002,154778,195,4438.93,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:33:31+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-60,0,30713,279806,867,0,14,0,613894,484551,780,2714.13,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:33:31+02:00," N 1X1 SGI20 SGI40",0,-56,0,724,5102,150,22.4,14,0,20888,39517,135,2808,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:33:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-58,0,5869,47166,293,0,14,0,77598,91584,433,0,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:34:31+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5873,47187,351,0,14,0,77611,91620,433,2763.2,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:34:31+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-62,0,14079,88416,293,3063.47,14,0,153019,154830,195,3212.8,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:34:31+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-60,0,30713,279807,867,0,14,0,613904,484574,780,2714.13,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:34:31+02:00," N 1X1 SGI20 SGI40",0,-55,0,724,5102,150,0,14,0,20899,39539,120,2763.2,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:34:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5873,47187,351,0,14,0,77611,91620,433,0,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:35:01+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-58,0,5873,47188,351,24.5333,14,0,77616,91631,433,2800.53,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:35:01+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-66,0,14079,88424,293,209.6,14,0,153025,154846,195,3019.73,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:35:01+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-60,0,30713,279807,867,0,14,0,613909,484585,780,2758.93,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:35:01+02:00," N 1X1 SGI20 SGI40",0,-56,0,724,5103,150,22.4,14,0,20904,39551,135,2845.33,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:35:16+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-63,0,14099,88558,263,10531.7,14,0,153333,155088,260,168405,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:35:16+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-60,0,30713,279808,867,22.4,14,0,613910,484587,780,97.0667,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:35:16+02:00," N 1X1 SGI20 SGI40",0,-56,0,724,5103,150,0,14,0,20904,39552,135,37.3333,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:35:31+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5874,47193,351,22.4,14,0,77622,91646,433,2808,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:35:31+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-66,0,14100,88567,263,704,14,0,153338,155099,260,2820.27,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:35:31+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-59,0,30713,279808,867,0,14,0,613915,484597,780,2714.13,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:35:31+02:00," N 1X1 SGI20 SGI40",0,-56,0,724,5103,150,0,14,0,20909,39562,120,2763.2,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:35:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5874,47193,351,0,14,0,77622,91646,433,0,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:35:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-66,0,14100,88571,263,138.133,14,0,153339,155102,260,147.2,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:35:46+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-59,0,30713,279808,867,0,14,0,613915,484597,780,0,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:35:46+02:00," N 1X1 SGI20 SGI40",0,-56,0,724,5103,150,0,14,0,20909,39562,120,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:36:16+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-58,0,5874,47194,351,0,14,0,77627,91658,390,0,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:36:31+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-58,0,5876,47205,390,1122.67,14,0,77633,91676,433,3536.53,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:36:31+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-65,0,14103,88593,293,296,14,0,153352,155141,195,3011.2,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:36:31+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-58,0,30713,279808,867,0,14,0,613925,484619,780,2714.13,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:36:31+02:00," N 1X1 SGI20 SGI40",0,-55,0,724,5104,81,22.4,14,0,20919,39585,135,2808,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:36:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5876,47205,390,0,14,0,77633,91676,433,0,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:37:01+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-58,0,5876,47207,390,46.9333,14,0,77638,91688,433,2845.33,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:37:01+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-68,0,14104,88599,176,95.4667,14,0,153358,155155,195,2868.27,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:37:01+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-58,0,30713,279809,867,0,14,0,613930,484630,780,2714.13,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:37:01+02:00," N 1X1 SGI20 SGI40",0,-55,0,724,5104,81,0,14,0,20924,39595,135,2763.2,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:37:16+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5876,47207,390,0,14,0,77638,91689,433,37.3333,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:37:16+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-68,0,14117,88695,293,7045.87,14,0,153563,155315,260,112396,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:37:16+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-59,0,30713,279809,867,0,14,0,613930,484632,780,89.6,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:37:16+02:00," N 1X1 SGI20 SGI40",0,-56,0,724,5104,81,0,14,0,20925,39597,135,74.6667,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:37:31+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-60,0,5878,47214,390,736.533,14,0,77644,91704,433,3261.87,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:37:31+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-64,0,14120,88710,293,1600.53,14,0,153569,155334,260,3298.67,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:37:31+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-59,0,30713,279809,867,0,14,0,613935,484642,780,2714.13,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:37:31+02:00," N 1X1 SGI20 SGI40",0,-56,0,724,5104,81,0,14,0,20930,39607,135,2763.2,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:37:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-57,0,5881,47237,433,1802.13,14,0,77654,91723,390,5243.73,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:37:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-68,0,14120,88713,293,95.4667,14,0,153570,155336,260,105.067,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:37:46+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-59,0,30713,279809,867,0,14,0,613935,484642,780,0,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:37:46+02:00," N 1X1 SGI20 SGI40",0,-56,0,724,5104,81,0,14,0,20930,39607,135,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:38:01+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-59,0,5881,47237,433,0,14,0,77659,91735,390,2837.87,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T18:38:01+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-67,0,14120,88716,293,126.4,14,0,153575,155348,260,2862.4,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T18:38:01+02:00," AC 2X2 SGI20 SGI40 80MHZ",0,-59,0,30713,279809,867,0,14,0,613940,484653,780,2758.93,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T18:38:01+02:00," N 1X1 SGI20 SGI40",0,-56,0,724,5105,150,22.4,14,0,20935,39619,150,2845.33,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T18:38:16+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-67,0,14125,88731,293,2486.93,14,0,153581,155360,260,3498.13,A491B16F74AD,7D82,ap1
