name,time,Capabilities,IfRepeater,RSSI,RX-Errors,RX-KBytes,RX-Packets,RX-Phyrate,RX_bitRate,State,TX-Errors,TX-KBytes,TX-Packets,TX-Phyrate,TX_bitRate,apmac,deviceaddress,interface
ap-station_last4,2019-05-02T07:43:15+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-61,0,3405,25309,263,1325.14,14,0,48297,44737,390,1217.14,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:43:15+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-59,0,364,1889,520,0,14,0,6163,12789,780,48,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:43:15+02:00," N 1X1 SGI20 SGI40",0,-57,0,133,1467,150,0,14,0,6334,13219,150,40,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:43:31+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-52,0,1221,7421,433,0,14,0,7883,17688,433,2590.5,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:43:31+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-58,0,3406,25318,293,345,14,0,48303,44755,390,3031.5,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:43:31+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-59,0,364,1889,520,0,14,0,6168,12799,780,2544.5,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:43:31+02:00," N 1X1 SGI20 SGI40",0,-55,0,133,1467,150,0,14,0,6339,13229,135,2590.5,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:43:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-53,0,1222,7425,433,433.067,14,0,7883,17692,433,322.133,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:43:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-59,0,3407,25320,293,248.533,14,0,48303,44755,390,0,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:43:46+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-59,0,364,1889,520,0,14,0,6168,12799,780,0,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:43:46+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-54,0,5,50,527,-192.889,14,0,14,48,585,-117.689,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:43:46+02:00," N 1X1 SGI20 SGI40",0,-55,0,133,1467,150,0,14,0,6339,13229,135,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:44:01+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-53,0,1222,7425,433,0,14,0,7888,17703,433,2800.53,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:44:01+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-58,0,3407,25328,351,440,14,0,48308,44769,351,2979.2,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:44:01+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-53,0,6,60,527,492.8,14,0,20,67,585,3334.93,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:44:01+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-58,0,364,1889,520,0,14,0,6173,12810,780,2758.93,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:44:01+02:00," N 1X1 SGI20 SGI40",0,-54,0,133,1468,150,22.4,14,0,6344,13241,60,2845.33,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:44:16+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-58,0,3420,25386,325,6774.4,14,0,48428,44866,390,65398.9,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:44:16+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-58,0,364,1890,585,22.4,14,0,6173,12812,780,97.0667,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:44:16+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-53,0,12,96,585,3135.47,14,0,31,99,650,5788.8,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:44:31+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-53,0,1224,7437,433,1144.53,14,0,7895,17723,433,3580.27,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:44:31+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-58,0,3420,25388,325,44.8,14,0,48433,44877,325,2805.87,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:44:31+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-54,0,13,102,585,309.333,14,0,36,109,650,2714.13,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:44:31+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-58,0,364,1890,585,0,14,0,6178,12822,780,2714.13,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:44:31+02:00," N 1X1 SGI20 SGI40",0,-54,0,133,1468,150,0,14,0,6349,13252,120,2763.2,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:45:01+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-58,0,3421,25397,325,22.4,14,0,48439,44894,390,2763.2,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:45:01+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-58,0,364,1890,585,0,14,0,6184,12834,780,2803.73,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:45:01+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-54,0,13,102,585,0,14,0,36,109,650,0,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:45:01+02:00," N 1X1 SGI20 SGI40",0,-57,0,133,1468,150,0,14,0,6354,13264,135,2837.87,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:45:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-64,0,3424,25421,176,497.067,14,0,48447,44919,293,379.733,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:45:46+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-54,0,13,102,585,0,14,0,36,109,650,0,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:46:01+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-55,0,1228,7460,433,22.4,14,0,7913,17771,433,2845.33,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:46:01+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-61,0,3425,25424,263,130.667,14,0,48452,44931,325,2877.87,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:46:01+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-54,0,13,102,585,0,14,0,36,109,650,0,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:46:01+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-57,0,364,1891,780,0,14,0,6194,12856,867,2758.93,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:46:01+02:00," N 1X1 SGI20 SGI40",0,-57,0,133,1469,150,0,14,0,6365,13286,135,2800.53,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:46:16+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-54,0,1228,7460,433,0,14,0,7916,17776,433,1620.27,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:46:16+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-57,0,364,1891,780,0,14,0,6197,12861,780,1642.67,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:46:16+02:00," N 1X1 SGI20 SGI40",0,-57,0,133,1469,150,0,14,0,6368,13291,135,1620.27,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:46:31+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-54,0,1229,7464,433,383.467,14,0,7924,17792,433,4224,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:46:31+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-61,0,3439,25531,117,5206.4,14,0,48694,45125,293,128221,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:46:31+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-57,0,364,1891,780,0,14,0,6204,12874,867,3923.73,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:46:31+02:00," N 1X1 SGI20 SGI40",0,-55,0,133,1469,150,0,14,0,6375,13304,135,3950.4,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:46:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-65,0,3440,25545,117,1054.93,14,0,48695,45134,260,522.667,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:46:46+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-57,0,364,1891,780,0,14,0,6204,12874,867,0,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:46:46+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-56,0,0,0,0,-2383.47,14,0,0,0,0,-6617.42,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:46:46+02:00," N 1X1 SGI20 SGI40",0,-55,0,133,1469,150,0,14,0,6375,13304,135,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:47:01+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-61,0,3441,25547,176,64,14,0,48701,45145,260,2819.73,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:47:01+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-53,0,9,70,702,5292.27,14,0,25,78,650,13881.1,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:47:01+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-57,0,364,1891,780,0,14,0,6209,12885,780,2758.93,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:47:01+02:00," N 1X1 SGI20 SGI40",0,-57,0,133,1470,81,22.4,14,0,6380,13316,135,2845.33,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:47:16+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-55,0,1229,7464,433,0,14,0,7929,17804,433,0,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:47:30+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-45,0,32,179,867,1408.57,14,0,121,196,780,6005.14,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:48:45+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-58,0,1234,7492,263,1932,14,0,7952,17870,433,3096.57,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:48:45+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-61,0,3457,25647,117,61.7143,14,0,48868,45327,293,1837.71,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:48:45+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-56,0,0,0,867,-20256,14,0,0,1,7,-77755.4,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:48:45+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-57,0,364,1893,780,24,14,0,6227,12928,867,1792,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:48:45+02:00," N 1X1 SGI20 SGI40",0,-54,0,133,1471,81,0,14,0,6399,13358,135,1786.29,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:49:16+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-54,0,1234,7494,433,0,14,0,7957,17883,433,37.3333,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:49:16+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-61,0,3464,25666,293,3039.47,14,0,48878,45354,293,2673.6,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:49:16+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-60,0,364,1893,780,0,14,0,6232,12940,867,44.8,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:49:16+02:00," N 1X1 SGI20 SGI40",0,-57,0,133,1471,81,0,14,0,6404,13370,135,37.3333,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:49:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-54,0,1234,7494,433,0,14,0,7962,17893,433,0,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:49:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-62,0,3465,25677,293,68.2667,14,0,48884,45367,293,0,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:49:46+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-58,0,364,1893,780,0,14,0,6237,12950,867,0,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:49:46+02:00," N 1X1 SGI20 SGI40",0,-54,0,133,1471,81,0,14,0,6409,13380,135,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:50:00+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-55,0,1236,7501,433,792,14,0,7968,17910,433,3576.57,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:50:00+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-61,0,3466,25687,234,472.571,14,0,48890,45385,293,3485.71,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:50:00+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-58,0,364,1893,780,0,14,0,6242,12962,867,3004,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:50:00+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-53,0,5,46,468,0,14,0,23,64,585,2988,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:50:00+02:00," N 1X1 SGI20 SGI40",0,-56,0,133,1472,81,24,14,0,6414,13393,135,3088.57,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:51:16+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-59,0,1236,7507,433,0,14,0,7979,17936,390,0,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:51:16+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-62,0,3484,25808,263,2529.07,14,0,49114,45585,293,1812.8,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:51:16+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-55,0,4,37,702,0,14,0,13,42,585,0,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:51:16+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-57,0,364,1894,780,0,14,0,6253,12985,780,0,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:51:16+02:00," N 1X1 SGI20 SGI40",0,-57,0,134,1487,81,22.4,14,0,6425,13423,135,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:52:31+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-55,0,1239,7519,433,0,14,0,7996,17976,433,2763.2,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:52:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-60,0,3498,25901,293,190.933,14,0,49273,45740,293,156.8,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:52:46+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-54,0,4,35,468,0,14,0,13,39,585,0,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:53:01+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-55,0,1239,7523,433,0,14,0,8002,17991,433,2837.87,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:53:01+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-58,0,3499,25908,293,620.267,14,0,49278,45750,293,2763.2,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:53:01+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-54,0,4,35,468,0,14,0,13,39,585,0,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:53:01+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-58,0,364,1895,780,0,14,0,6273,13030,867,2803.73,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:53:01+02:00," N 1X1 SGI20 SGI40",0,-56,0,135,1492,135,22.4,14,0,6446,13469,135,2882.67,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:53:16+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-58,0,1241,7530,433,739.2,14,0,8002,17996,390,499.2,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:53:16+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-61,0,364,1896,780,22.4,14,0,6273,13031,867,52.2667,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:53:16+02:00," N 1X1 SGI20 SGI40",0,-56,0,135,1492,135,0,14,0,6446,13469,135,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:53:31+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-64,0,3502,25925,293,126.933,14,0,49286,45774,293,2863.47,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:53:31+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-57,0,364,1896,780,0,14,0,6278,13041,867,2714.13,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:53:31+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-54,0,4,35,468,0,14,0,13,39,585,0,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:53:31+02:00," N 1X1 SGI20 SGI40",0,-54,0,135,1492,135,0,14,0,6451,13479,135,2763.2,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:53:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-54,0,1244,7558,433,1739.2,14,0,8022,18032,433,8035.73,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:53:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-63,0,3502,25928,88,109.867,14,0,49286,45775,293,56.5333,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:53:46+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-54,0,4,35,468,0,14,0,13,39,585,0,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:53:46+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-57,0,364,1896,780,0,14,0,6278,13041,867,0,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:53:46+02:00," N 1X1 SGI20 SGI40",0,-54,0,135,1492,135,0,14,0,6451,13479,135,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:54:16+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-54,0,1247,7575,433,1832,14,0,8030,18056,433,1222.93,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:54:16+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-58,0,3507,25949,234,2702.4,14,0,49298,45803,293,3821.87,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:54:16+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-57,0,364,1896,780,0,14,0,6283,13053,867,0,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:54:16+02:00," N 1X1 SGI20 SGI40",0,-56,0,135,1492,135,0,14,0,6456,13491,108,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:54:30+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-54,0,1247,7575,433,0,14,0,8035,18066,433,2960.57,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:54:30+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-63,0,3518,26006,293,6381.14,14,0,49411,45896,293,65861.7,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:54:30+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-57,0,364,1896,780,0,14,0,6288,13063,867,2908,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:54:30+02:00," N 1X1 SGI20 SGI40",0,-56,0,135,1493,135,24,14,0,6462,13502,81,3008.57,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:54:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-54,0,1247,7575,433,0,14,0,8035,18066,433,0,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:54:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-60,0,3518,26007,293,33,14,0,49411,45897,293,45,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:54:46+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-61,0,364,1897,780,21,14,0,6288,13064,867,49,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:54:46+02:00," N 1X1 SGI20 SGI40",0,-56,0,135,1493,135,0,14,0,6462,13502,81,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:55:16+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-54,0,1247,7577,433,0,14,0,8040,18079,433,37.3333,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:55:16+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-62,0,3523,26027,263,2256.53,14,0,49420,45923,293,2235.2,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:55:16+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-57,0,364,1897,780,0,14,0,6293,13076,867,44.8,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:55:16+02:00," N 1X1 SGI20 SGI40",0,-56,0,135,1493,135,0,14,0,6467,13514,135,37.3333,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:55:31+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-54,0,1251,7594,433,1834.13,14,0,8047,18100,390,3939.2,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:55:31+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-61,0,3523,26029,263,57.6,14,0,49425,45934,293,2811.2,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:55:31+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-57,0,364,1897,780,0,14,0,6298,13086,867,2714.13,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:55:31+02:00," N 1X1 SGI20 SGI40",0,-54,0,135,1493,135,0,14,0,6472,13524,135,2763.2,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:56:01+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-55,0,1251,7595,433,24.5333,14,0,8052,18111,390,2800.53,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:56:01+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-66,0,3524,26037,263,198.933,14,0,49431,45948,293,2877.87,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:56:01+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-58,0,364,1897,780,0,14,0,6303,13097,867,2758.93,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:56:01+02:00," N 1X1 SGI20 SGI40",0,-53,0,135,1494,122,22.4,14,0,6477,13536,135,2845.33,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:56:16+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-55,0,1251,7595,433,0,14,0,8055,18116,390,1620.27,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:56:16+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-66,0,3527,26051,293,1786.67,14,0,49436,45958,260,2630.4,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:56:16+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-57,0,364,1898,780,22.4,14,0,6306,13103,867,1665.07,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:56:16+02:00," N 1X1 SGI20 SGI40",0,-56,0,135,1494,122,0,14,0,6480,13541,135,1620.27,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:56:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-54,0,1255,7617,433,816.533,14,0,8065,18144,433,322.133,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:56:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-66,0,3544,26201,293,744.533,14,0,49784,46234,260,100.267,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:56:46+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-57,0,364,1898,780,0,14,0,6314,13116,867,0,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:56:46+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-53,0,17,90,527,5186.13,14,0,37,78,650,10569.6,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:56:46+02:00," N 1X1 SGI20 SGI40",0,-56,0,135,1494,122,0,14,0,6487,13554,135,0,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:57:16+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-55,0,1255,7618,433,0,14,0,8071,18156,433,37.3333,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:57:16+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-62,0,3547,26212,234,1252.8,14,0,49791,46252,293,1161.6,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:57:16+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-54,0,18,96,7,0,14,0,42,90,650,44.8,A491B16F74AD,3B35,ap1
ap-station_last4,2019-05-02T07:57:16+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-58,0,364,1898,780,0,14,0,6319,13128,867,44.8,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:57:16+02:00," N 1X1 SGI20 SGI40",0,-54,0,135,1494,122,0,14,0,6492,13566,135,37.3333,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:57:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-58,0,1260,7650,433,709.867,14,0,8086,18190,433,404.8,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:58:31+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-49,0,1277,7776,433,9214.93,14,0,8182,18332,433,49244.3,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:58:31+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-62,0,3563,26377,293,6369.07,14,0,50185,46581,260,207860,A491B16F74AD,7D82,ap1
ap-station_last4,2019-05-02T07:58:31+02:00," AC 2X2 SGI20 SGI40 80MHZ DB",0,-57,0,364,1899,780,0,14,0,6334,13161,867,2714.13,A491B16F74AD,8F68,ap1
ap-station_last4,2019-05-02T07:58:31+02:00," N 1X1 SGI20 SGI40",0,-57,0,135,1495,122,0,14,0,6508,13599,135,2763.2,A491B16F74AD,DEF3,ap1
ap-station_last4,2019-05-02T07:58:46+02:00," AC 1X1 SGI20 SGI40 80MHZ",0,-51,0,1280,7790,433,1520.53,14,0,8184,18341,433,980.267,A491B16F74AD,C865,ap1
ap-station_last4,2019-05-02T07:58:46+02:00," AC 1X1 SGI20 SGI40 80MHZ DB",0,-64,0,3563,26381,293,145.067,14,0,50185,46583,260,104.533,A491B16F74AD,7D82,ap1
