"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,22263,145,14537151,250543,9993,77,0
192.168.10.122,0,0,0,0,0,0,66531,1238,15366853,264854,11375,77,0
192.168.10.126,0,0,0,0,0,0,22943,148,11387961,196252,8669,77,0
192.168.10.137,0,0,0,0,0,0,67203,1245,13977939,240905,9139,77,0
192.168.10.138,0,0,0,0,0,0,23255,151,10719817,184732,7725,77,0
192.168.10.140,0,0,0,0,0,0,22945,149,14989995,258355,9704,77,0
192.168.10.152,0,0,0,0,0,0,65811,1229,11164271,192395,8539,77,0
192.168.10.217,0,0,0,0,0,0,22903,149,24876137,428806,17508,77,0
192.168.10.226,0,0,0,0,0,0,23633,154,13633537,234966,9165,77,0
localhost,712,220,1865,5,489,1,259077,883,5457333,68743,57,0,1893
control,1017,392,1402,8,282,0,0,0,0,0,0,0,0
