"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,62266,209,53767091,95040,0,81,0
192.168.10.121,0,0,0,0,0,0,62370,210,45944279,81219,2,82,0
192.168.10.122,0,0,0,0,0,0,112496,1469,56265315,99452,0,82,0
192.168.10.128,0,0,0,0,0,0,113327,1427,102934945,181909,0,85,0
192.168.10.138,0,0,0,0,0,0,62142,209,50237465,88803,1,82,0
192.168.10.140,0,0,0,0,0,0,62106,209,57140401,100999,0,82,0
192.168.10.152,0,0,0,0,0,0,108048,1368,44124097,78004,0,82,0
192.168.10.155,0,0,0,0,0,0,115901,1472,45802513,80971,0,85,0
192.168.10.168,0,0,0,0,0,0,114597,1446,52561533,92910,0,85,0
192.168.10.190,0,0,0,0,0,0,65933,226,40507975,71614,0,85,0
192.168.10.217,0,0,0,0,0,0,62758,209,106324991,187901,1,83,0
192.168.10.226,0,0,0,0,0,0,62116,209,49056175,86715,1,82,0
192.168.10.229,0,0,0,0,0,0,115483,1468,100502403,177612,0,85,0
192.168.10.247,0,0,0,0,0,0,64032,219,50892595,89967,0,84,0
localhost,212,158,3042,3,285,0,514055,1551,220533357,377512,0,0,5287
control,172,135,198,0,18,0,0,0,0,0,0,0,0
