"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,29684,205,18026807,257458,10447,81,0
192.168.10.120,0,0,0,0,0,0,74158,1312,22063873,315132,12482,81,0
192.168.10.126,0,0,0,0,0,0,30142,208,14975801,213874,8846,81,0
192.168.10.128,0,0,0,0,0,0,75194,1342,24843765,354843,12977,79,0
192.168.10.137,0,0,0,0,0,0,74480,1323,15235571,217585,7635,81,0
192.168.10.155,0,0,0,0,0,0,75864,1355,15262685,217972,8737,80,0
192.168.10.161,0,0,0,0,0,0,75212,1339,16029741,228930,6227,80,0
192.168.10.226,0,0,0,0,0,0,29748,204,16272329,232394,6497,80,0
192.168.10.247,0,0,0,0,0,0,29378,201,13817147,197319,8362,78,0
localhost,450,96,1856,0,542,0,248036,886,6790106,74544,122,0,1239
control,822,498,1324,9,301,0,0,0,0,0,0,0,0
