"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,47096,237,38929811,125611,560,95,0
192.168.10.120,0,0,0,0,0,0,98238,1491,45670251,147355,544,92,0
192.168.10.121,0,0,0,0,0,0,46026,227,24240521,78226,321,91,0
192.168.10.122,0,0,0,0,0,0,111788,1626,35911457,115875,480,95,0
192.168.10.126,0,0,0,0,0,0,46020,227,29021825,93652,226,91,0
192.168.10.128,0,0,0,0,0,0,96680,1479,61331785,197876,896,92,0
192.168.10.137,0,0,0,0,0,0,108886,1529,27844071,89855,334,91,0
192.168.10.138,0,0,0,0,0,0,46132,228,27531271,88843,352,91,0
192.168.10.140,0,0,0,0,0,0,48488,240,35170715,113487,481,92,0
192.168.10.152,0,0,0,0,0,0,95940,1476,26892335,86781,96,91,0
192.168.10.155,0,0,0,0,0,0,101410,1603,26641527,85972,256,95,0
192.168.10.158,0,0,0,0,0,0,46228,234,22920455,73971,449,92,0
192.168.10.161,0,0,0,0,0,0,101160,1590,34162991,110235,320,93,0
192.168.10.168,0,0,0,0,0,0,96086,1474,30982175,99977,256,91,0
192.168.10.190,0,0,0,0,0,0,47430,238,23690631,76453,192,92,0
192.168.10.217,0,0,0,0,0,0,49166,244,70939817,228870,868,94,0
192.168.10.229,0,0,0,0,0,0,97584,1482,58191753,187750,800,91,0
192.168.10.247,0,0,0,0,0,0,47050,234,25249175,81483,385,93,0
192.168.10.248,0,0,0,0,0,0,47436,240,35103341,113272,398,92,0
localhost,1169,204,1443,5,285,0,393619,1439,23492614,71854,66,0,2228
control,755,248,823,10,115,0,0,0,0,0,0,0,0
