"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,32076,236,10183067,145403,0,78,0
192.168.10.120,0,0,0,0,0,0,30832,234,12103901,172845,0,77,0
192.168.10.122,0,0,0,0,0,0,31354,236,8232747,117545,0,78,0
192.168.10.126,0,0,0,0,0,0,31584,236,9774155,139563,0,79,0
192.168.10.128,0,0,0,0,0,0,31459,237,16936387,241883,0,78,0
192.168.10.152,0,0,0,0,0,0,31228,232,8197747,117043,0,79,0
192.168.10.158,0,0,0,0,0,0,30865,232,8710349,124366,0,78,0
192.168.10.161,0,0,0,0,0,0,32136,236,8305883,118588,0,79,0
192.168.10.168,0,0,0,0,0,0,32904,243,7897053,112746,0,79,0
192.168.10.190,0,0,0,0,0,0,32028,238,9576841,136746,0,79,0
192.168.10.217,0,0,0,0,0,0,31497,237,19857621,283614,0,78,0
192.168.10.229,0,0,0,0,0,0,30829,231,8010027,114363,0,77,0
192.168.10.247,0,0,0,0,0,0,33067,241,10793075,154121,0,80,0
192.168.10.248,0,0,0,0,0,0,31124,235,10900245,155650,0,78,0
localhost,183,143,4404,3,0,0,446327,1821,50003613,554468,1,0,4726
control,155,146,331,1,0,0,0,0,0,0,0,0,0
