"host","tx time 1","tx time 2","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,39737,255,3154612,57241,0,79,0
192.168.10.120,0,0,38410,249,4528878,82233,0,80,0
192.168.10.121,0,0,36546,240,5443131,98857,0,80,0
192.168.10.122,0,0,37692,246,3128107,56768,0,80,0
192.168.10.126,0,0,39223,252,3285188,59621,1,80,0
192.168.10.128,0,0,39787,257,3064447,55603,0,80,0
192.168.10.138,0,0,38596,250,3506170,63637,0,80,0
192.168.10.140,0,0,40085,258,4989778,90613,0,79,0
192.168.10.152,0,0,38062,250,2971606,53913,0,80,0
192.168.10.161,0,0,39055,251,3666406,66553,2,79,0
192.168.10.168,0,0,39100,255,2972196,53927,0,80,0
192.168.10.217,0,0,33130,222,4255984,77278,0,80,0
192.168.10.226,0,0,36678,239,3939776,71522,0,80,0
192.168.10.247,0,0,39361,252,3010300,54623,0,79,0
localhost,116,96,382219,2144,109458882,1457659,0,0,544
