"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.137,0,0,0,0,0,0,34592,241,22888043,16295,0,97,0
192.168.10.140,0,0,0,0,0,0,38664,255,64683219,45946,0,98,0
192.168.10.152,0,0,0,0,0,0,37118,243,35918237,25554,0,98,0
192.168.10.155,0,0,0,0,0,0,40844,260,50294937,35736,0,97,0
192.168.10.161,0,0,0,0,0,0,38138,258,11568665,8260,0,104,0
192.168.10.168,0,0,0,0,0,0,36812,244,41631091,29593,0,97,0
192.168.10.217,0,0,0,0,0,0,39606,257,42445927,30173,0,96,0
192.168.10.226,0,0,0,0,0,0,35696,242,38581623,27425,0,97,0
192.168.10.248,0,0,0,0,0,0,37694,254,38297385,27240,0,97,0
localhost,329,196,732,3,0,0,408694,1694,126662671,89993,0,0,1004
control,165,146,202,0,0,0,0,0,0,0,0,0,0
