"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,44680,405,19786163,14108,0,109,0
192.168.10.120,0,0,0,0,0,0,51300,421,3977387,2907,1,112,0
192.168.10.122,0,0,0,0,0,0,49098,401,14500301,10340,1,110,0
192.168.10.126,0,0,0,0,0,0,43507,360,12541383,8975,0,95,0
192.168.10.128,0,0,0,0,0,0,48280,366,46125853,32803,0,94,0
192.168.10.137,0,0,0,0,0,0,54820,408,23601597,16812,0,110,0
192.168.10.138,0,0,0,0,0,0,51626,422,16070773,11486,3,111,0
192.168.10.140,0,0,0,0,0,0,45566,408,34219409,24349,0,112,0
192.168.10.152,0,0,0,0,0,0,55412,423,19777197,14106,2,110,0
192.168.10.155,0,0,0,0,0,0,42954,335,14589517,10422,0,95,0
192.168.10.158,0,0,0,0,0,0,52356,416,18610803,13267,0,111,0
192.168.10.161,0,0,0,0,0,0,48210,405,14793401,10567,1,111,0
192.168.10.168,0,0,0,0,0,0,44189,364,23360817,16644,0,95,0
192.168.10.190,0,0,0,0,0,0,50490,425,12164355,8745,2,121,0
192.168.10.217,0,0,0,0,0,0,37716,331,9691,74,0,89,0
192.168.10.226,0,0,0,0,0,0,51348,410,21638581,15418,0,112,0
192.168.10.229,0,0,0,0,0,0,47178,403,3979921,2904,8,111,0
192.168.10.247,0,0,0,0,0,0,49742,406,19717565,14068,0,111,0
192.168.10.248,0,0,0,0,0,0,54920,421,24514435,17461,2,110,0
localhost,430,300,997,3,0,0,483283,2055,117677332,83886,0,0,394
control,146,144,188,1,0,0,0,0,0,0,0,0,0
