"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,30383,211,16562543,192544,0,75,0
192.168.10.121,0,0,0,0,0,0,26150,186,14534469,168962,0,74,0
192.168.10.138,0,0,0,0,0,0,27622,192,14943121,173713,0,74,0
192.168.10.155,0,0,0,0,0,0,29261,207,22286215,259099,0,74,0
192.168.10.158,0,0,0,0,0,0,27756,196,13323331,154879,0,75,0
192.168.10.168,0,0,0,0,0,0,28278,198,15181215,176483,0,74,0
192.168.10.190,0,0,0,0,0,0,29979,212,19836427,230612,0,75,0
192.168.10.226,0,0,0,0,0,0,27611,196,19441409,226020,0,74,0
192.168.10.248,0,0,0,0,0,0,28256,198,17909035,208201,0,75,0
localhost,153,102,4603,3,0,0,406094,1680,91179088,859651,0,0,5039
control,141,106,182,0,0,0,0,0,0,0,0,0,0
