"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,29889,221,11032209,35621,0,83,0
192.168.10.121,0,0,0,0,0,0,29811,219,51130457,164968,0,82,0
192.168.10.122,0,0,0,0,0,0,30477,224,10902241,35203,0,82,0
192.168.10.126,0,0,0,0,0,0,30341,218,10751319,34717,0,81,0
192.168.10.128,0,0,0,0,0,0,30207,224,24943241,80492,0,84,0
192.168.10.137,0,0,0,0,0,0,29775,217,12278729,39640,0,83,0
192.168.10.138,0,0,0,0,0,0,30597,225,11091225,35808,0,81,0
192.168.10.140,0,0,0,0,0,0,30477,225,28142317,90810,0,81,0
192.168.10.152,0,0,0,0,0,0,29755,218,9319987,30097,0,82,0
192.168.10.155,0,0,0,0,0,0,30281,223,17671137,57032,0,81,0
192.168.10.158,0,0,0,0,0,0,30571,224,8371387,27037,0,82,0
192.168.10.161,0,0,0,0,0,0,30563,225,9600151,30999,0,81,0
192.168.10.168,0,0,0,0,0,0,30179,222,9709965,31354,0,82,0
192.168.10.190,0,0,0,0,0,0,29969,219,10730847,34649,0,82,0
192.168.10.217,0,0,0,0,0,0,31155,229,30120761,97192,0,83,0
192.168.10.226,0,0,0,0,0,0,29467,217,13363307,43139,0,82,0
192.168.10.229,0,0,0,0,0,0,30057,223,12231165,39489,0,83,0
192.168.10.247,0,0,0,0,0,0,29583,217,9780613,31584,0,83,0
192.168.10.248,0,0,0,0,0,0,30092,221,11710806,37807,0,83,0
localhost,292,199,1805,3,0,0,450105,1768,54232624,165100,0,0,1149
control,172,140,475,1,0,0,0,0,0,0,0,0,0
