"host","tx time 1","tx time 2","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,34266,208,19898291,14180,1,76,0
192.168.10.120,0,0,35626,217,25479779,18144,3,76,0
192.168.10.121,0,0,34587,212,33030236,23496,0,76,0
192.168.10.168,0,0,33926,212,16236858,11583,3,78,0
192.168.10.217,0,0,32180,198,21496390,15309,2,78,0
192.168.10.226,0,0,32391,202,15010668,10710,0,78,0
192.168.10.229,0,0,34841,208,21360532,15210,5,76,0
192.168.10.247,0,0,33088,207,22486399,16018,4,77,0
192.168.10.248,0,0,32840,205,21124530,15052,0,78,0
localhost,205,175,375708,2017,304161756,214546,0,0,57
