"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,46340,304,6653929,118717,3671,88,0
192.168.10.120,0,0,0,0,0,0,97536,1574,8710907,155451,4116,87,0
192.168.10.121,0,0,0,0,0,0,47205,317,4738992,84524,2501,87,0
192.168.10.122,0,0,0,0,0,0,97662,1557,6065179,108206,3231,88,0
192.168.10.126,0,0,0,0,0,0,50641,330,5159260,92029,1539,88,0
192.168.10.128,0,0,0,0,0,0,95203,1495,10854167,193712,5959,87,0
192.168.10.137,0,0,0,0,0,0,99919,1588,5382002,96004,2845,88,0
192.168.10.138,0,0,0,0,0,0,48132,310,4630129,82576,2108,88,0
192.168.10.140,0,0,0,0,0,0,48626,320,6469825,115429,3269,88,0
192.168.10.152,0,0,0,0,0,0,97685,1578,4518340,80584,1583,88,0
192.168.10.155,0,0,0,0,0,0,97562,1563,4783705,85324,2514,88,0
192.168.10.158,0,0,0,0,0,0,49013,325,5029558,89713,2497,87,0
192.168.10.161,0,0,0,0,0,0,102902,1690,6486967,115738,2419,87,0
192.168.10.190,0,0,0,0,0,0,47936,314,5018989,89524,2409,88,0
192.168.10.217,0,0,0,0,0,0,48024,316,12256935,218771,6446,87,0
192.168.10.226,0,0,0,0,0,0,46926,307,5827727,103965,3250,88,0
192.168.10.229,0,0,0,0,0,0,96452,1537,10807983,192899,6541,88,0
192.168.10.247,0,0,0,0,0,0,44901,299,4263794,76036,2150,87,0
192.168.10.248,0,0,0,0,0,0,48370,319,5938442,105940,2528,88,0
localhost,659,104,7027,1,1494,0,450025,1634,7400173,95328,383,0,7306
control,1007,518,2464,15,557,0,0,0,0,0,0,0,0
