"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,32980,219,12391181,225194,0,76,0
192.168.10.121,0,0,0,0,0,0,32052,212,11126799,202203,0,78,0
192.168.10.126,0,0,0,0,0,0,32178,213,11194240,203431,0,75,0
192.168.10.128,0,0,0,0,0,0,33788,224,25494331,463431,0,76,0
192.168.10.138,0,0,0,0,0,0,32420,216,13211250,240104,0,77,0
192.168.10.158,0,0,0,0,0,0,32229,214,10495076,190714,0,77,0
192.168.10.190,0,0,0,0,0,0,32552,214,12611447,229199,0,76,0
192.168.10.247,0,0,0,0,0,0,30304,201,11935359,216904,0,76,0
192.168.10.248,0,0,0,0,0,0,31096,206,12389349,225158,0,76,0
localhost,158,140,5930,3,0,0,464363,1986,57719275,767885,0,0,5755
control,161,135,273,1,0,0,0,0,0,0,0,0,0
