time,bytes,packets,dropped,requeued,txretry,txfailed,sndbuf
495, 218820, 210, 40896564, 4467, 710571, 1238, 1002240
496, 231, 0, 40896564, 4467, 710876, 1238, 1002240
497, 250080, 240, 40896564, 4467, 711130, 1238, 1002240
498, 222988, 214, 40896564, 4467, 711411, 1238, 1002240
499, 249038, 239, 40896564, 4467, 711806, 1238, 1002240
500, 244870, 235, 40896564, 4467, 712055, 1238, 1002240
501, 0, 0, 40896564, 4467, 712478, 1238, 373248
502, 245912, 236, 40896564, 4469, 712802, 1238, 1002240
503, 229240, 220, 40896564, 4469, 713153, 1238, 1002240
504, 242786, 233, 40896564, 4469, 713579, 1238, 1002240
505, 249038, 239, 40896564, 4469, 714004, 1238, 1002240
506, 0, 0, 40896564, 4469, 714322, 1238, 334080
507, 233408, 224, 40896564, 4471, 714632, 1238, 1002240
508, 226114, 217, 40896564, 4471, 714979, 1238, 1002240
509, 252164, 242, 40896564, 4471, 715322, 1239, 1002240
510, 253248, 244, 40896564, 4471, 715644, 1239, 1002240
511, 250122, 241, 40896564, 4471, 716054, 1239, 1002240
512, 237660, 230, 40896564, 4471, 716405, 1239, 1002240
513, 219862, 211, 40896564, 4471, 716812, 1239, 1002240
514, 226114, 217, 40896564, 4471, 717123, 1239, 1002240
515, 245912, 236, 40896564, 4471, 717275, 1239, 1002240
516, 235492, 226, 40896564, 4471, 717505, 1239, 1002240
517, 234450, 225, 40896564, 4471, 717799, 1239, 1002240
518, 253206, 243, 40896564, 4471, 718160, 1239, 1002240
519, 218910, 211, 40896564, 4471, 718446, 1239, 1002240
520, 237666, 229, 40896564, 4471, 718684, 1239, 1002240
521, 238618, 229, 40896564, 4471, 718894, 1239, 1002240
522, 219862, 211, 40896564, 4471, 719305, 1239, 1002240
523, 232366, 223, 40896564, 4471, 719666, 1239, 1002240
524, 240702, 231, 40896564, 4471, 720026, 1239, 1002240
525, 234450, 225, 40896564, 4471, 720350, 1239, 1002240
526, 218820, 210, 40896564, 4471, 720699, 1239, 1002240
527, 239660, 230, 40896564, 4471, 721147, 1239, 1002240
528, 232, 0, 40896564, 4471, 721489, 1239, 1002240
529, 243828, 234, 40896564, 4471, 721840, 1239, 1002240
530, 249038, 239, 40896564, 4471, 722197, 1239, 1002240
531, 225072, 216, 40896564, 4471, 722559, 1239, 1002240
532, 218820, 210, 40896564, 4471, 722971, 1239, 1002240
