"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,22869,166,5227567,74613,0,86,0
192.168.10.120,0,0,0,0,0,0,22908,161,8741785,124811,0,83,0
192.168.10.121,0,0,0,0,0,0,22857,160,25659121,366492,0,85,0
192.168.10.122,0,0,0,0,0,0,22294,155,5816855,83030,0,84,0
192.168.10.126,0,0,0,0,0,0,22045,161,5122437,73108,0,85,0
192.168.10.128,0,0,0,0,0,0,22703,164,11541493,164812,0,86,0
192.168.10.138,0,0,0,0,0,0,22747,166,6239213,89064,0,86,0
192.168.10.140,0,0,0,0,0,0,23085,161,13799265,197066,0,85,0
192.168.10.152,0,0,0,0,0,0,22815,159,4954601,70714,0,85,0
192.168.10.155,0,0,0,0,0,0,23478,164,7596667,108457,0,85,0
192.168.10.158,0,0,0,0,0,0,22988,159,4749221,67780,0,82,0
192.168.10.161,0,0,0,0,0,0,22630,157,5066957,72318,0,81,0
192.168.10.168,0,0,0,0,0,0,23194,161,4529655,64643,0,85,0
192.168.10.190,0,0,0,0,0,0,22401,163,5652307,80681,0,86,0
192.168.10.217,0,0,0,0,0,0,22915,162,11915881,170160,0,85,0
192.168.10.226,0,0,0,0,0,0,22421,157,6629605,94642,0,86,0
192.168.10.229,0,0,0,0,0,0,22504,157,5521635,78811,0,85,0
192.168.10.247,0,0,0,0,0,0,22488,156,5386199,76875,0,83,0
192.168.10.248,0,0,0,0,0,0,23657,160,5832865,83260,0,85,0
localhost,228,153,4305,4,0,0,476692,1828,32636173,361195,1,0,3726
control,211,148,579,1,1,0,0,0,0,0,0,0,0
