"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.122,0,0,0,0,0,0,26490,169,12348979,212821,0,76,0
192.168.10.137,0,0,0,0,0,0,26275,167,13035119,224649,0,75,0
192.168.10.155,0,0,0,0,0,0,27204,172,15757611,271591,0,75,0
192.168.10.158,0,0,0,0,0,0,27823,179,12331513,212518,0,76,0
192.168.10.161,0,0,0,0,0,0,26606,169,11766467,202776,0,75,0
192.168.10.190,0,0,0,0,0,0,27131,174,12631233,217688,0,76,0
192.168.10.217,0,0,0,0,0,0,28401,182,22720863,391647,0,76,0
192.168.10.229,0,0,0,0,0,0,27153,175,11203313,193068,0,76,0
192.168.10.248,0,0,0,0,0,0,27037,174,12851847,221491,0,76,0
localhost,162,140,5263,3,0,0,437841,1774,59943904,767026,0,0,5922
control,151,113,227,1,0,0,0,0,0,0,0,0,0
