"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,38102,249,36683403,26099,0,75,0
192.168.10.122,0,0,0,0,0,0,33476,230,26711099,19015,1,76,0
192.168.10.140,0,0,0,0,0,0,36812,248,60656697,43106,0,75,0
192.168.10.155,0,0,0,0,0,0,36956,249,43202465,30714,0,75,0
192.168.10.158,0,0,0,0,0,0,35550,235,32850629,23380,1,77,0
192.168.10.217,0,0,0,0,0,0,37896,252,59091367,41997,0,75,0
192.168.10.229,0,0,0,0,0,0,34456,236,27422947,19525,1,75,0
192.168.10.247,0,0,0,0,0,0,33612,226,37785803,26871,0,76,0
192.168.10.248,0,0,0,0,0,0,33484,231,36164449,25730,0,76,0
localhost,393,300,682,3,0,0,345014,1428,138442036,98079,0,0,545
control,150,117,174,0,0,0,0,0,0,0,0,0,0
