"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,25688,188,7667567,64965,0,84,0
192.168.10.120,0,0,0,0,0,0,25216,184,12285145,104094,0,81,0
192.168.10.121,0,0,0,0,0,0,25891,190,34180625,289650,0,85,0
192.168.10.122,0,0,0,0,0,0,25797,189,6476451,54868,0,82,0
192.168.10.126,0,0,0,0,0,0,25724,188,7463081,63232,0,84,0
192.168.10.128,0,0,0,0,0,0,26030,191,17066545,144616,0,83,0
192.168.10.137,0,0,0,0,0,0,26375,191,7184878,60875,0,85,0
192.168.10.138,0,0,0,0,0,0,26382,194,7710175,65323,0,82,0
192.168.10.140,0,0,0,0,0,0,26478,195,19556103,165713,0,82,0
192.168.10.152,0,0,0,0,0,0,26673,192,7299036,61842,0,84,0
192.168.10.155,0,0,0,0,0,0,26112,191,10747459,91065,0,83,0
192.168.10.161,0,0,0,0,0,0,25900,189,6609789,56000,0,82,0
192.168.10.168,0,0,0,0,0,0,26286,191,6978563,59125,0,82,0
192.168.10.190,0,0,0,0,0,0,25994,190,6637327,56233,0,85,0
192.168.10.217,0,0,0,0,0,0,25730,188,18722339,158647,0,81,0
192.168.10.226,0,0,0,0,0,0,25550,188,9890113,83798,0,83,0
192.168.10.229,0,0,0,0,0,0,26118,190,7854887,66550,0,84,0
192.168.10.247,0,0,0,0,0,0,25503,188,7733537,65522,0,84,0
192.168.10.248,0,0,0,0,0,0,25914,190,8381143,71011,0,82,0
localhost,223,161,3019,3,0,0,489787,2083,39459010,285607,1,0,3248
control,194,148,293,1,0,0,0,0,0,0,0,0,0
