"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,30616,215,18071127,291386,10671,78,0
192.168.10.120,0,0,0,0,0,0,73382,1284,18683775,301269,9852,78,0
192.168.10.121,0,0,0,0,0,0,29908,209,14099317,227326,8432,77,0
192.168.10.126,0,0,0,0,0,0,30576,214,11547583,186169,6994,78,0
192.168.10.128,0,0,0,0,0,0,73880,1304,18574089,299496,11275,78,0
192.168.10.138,0,0,0,0,0,0,30808,214,11691423,188489,6903,78,0
192.168.10.155,0,0,0,0,0,0,71748,1233,12382033,199620,6940,77,0
192.168.10.168,0,0,0,0,0,0,70360,1222,12389605,199750,7866,77,0
192.168.10.217,0,0,0,0,0,0,31048,218,18899419,304747,9253,77,0
localhost,917,668,5601,12,1052,0,279343,923,9266049,111983,208,0,5711
control,882,310,1904,15,385,0,0,0,0,0,0,0,0
