"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,44312,252,60124243,42655,0,88,0
192.168.10.120,0,0,0,0,0,0,92596,1516,83115681,58940,0,88,0
192.168.10.122,0,0,0,0,0,0,95676,1640,55255719,39207,0,88,0
192.168.10.126,0,0,0,0,0,0,38608,234,42535479,30195,0,89,0
192.168.10.128,0,0,0,0,0,0,96508,1511,106482271,75491,0,89,0
192.168.10.137,0,0,0,0,0,0,91676,1539,45965449,32622,2,88,0
192.168.10.138,0,0,0,0,0,0,43194,246,35333449,25092,2,89,0
192.168.10.140,0,0,0,0,0,0,47242,256,52561377,37298,0,88,0
192.168.10.152,0,0,0,0,0,0,98610,1594,41635089,29556,0,90,0
192.168.10.155,0,0,0,0,0,0,90230,1513,45518589,32305,0,89,0
192.168.10.158,0,0,0,0,0,0,37116,235,36252209,25746,0,89,0
192.168.10.161,0,0,0,0,0,0,97350,1508,46592697,33067,0,90,0
192.168.10.168,0,0,0,0,0,0,93280,1543,50011919,35491,0,88,0
192.168.10.190,0,0,0,0,0,0,45560,249,43169035,30649,0,89,0
192.168.10.217,0,0,0,0,0,0,48952,261,105294197,74654,0,89,0
192.168.10.226,0,0,0,0,0,0,27174,226,9391,70,0,90,0
192.168.10.229,0,0,0,0,0,0,98872,1517,73371583,52037,4,88,0
192.168.10.247,0,0,0,0,0,0,44026,253,46582713,33070,0,87,0
192.168.10.248,0,0,0,0,0,0,48572,257,63576851,45103,0,88,0
localhost,187,126,1154,3,0,0,514963,1667,384811325,270412,0,0,3254
control,156,117,169,0,0,0,0,0,0,0,0,0,0
