"host","tx time 1","tx time 2","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,35956,209,9605323,81385,0,75,0
192.168.10.121,0,0,35626,207,11686279,99021,0,76,0
192.168.10.122,0,0,36098,207,12236133,103678,0,75,0
192.168.10.126,0,0,36610,212,10982361,93054,0,75,0
192.168.10.140,0,0,35608,206,9464007,80187,32,75,0
192.168.10.158,0,0,35350,205,8627617,73100,0,76,0
192.168.10.190,0,0,38076,212,8572711,72633,0,75,0
192.168.10.226,0,0,34229,195,9103850,77134,0,75,0
192.168.10.248,0,0,36581,210,10514778,89092,0,76,0
localhost,121,99,370922,1934,168118988,1218209,0,0,1368
