"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,30646,238,20456961,19036,0,80,0
192.168.10.120,0,0,0,0,0,0,32717,248,21493823,19996,0,80,0
192.168.10.122,0,0,0,0,0,0,32728,245,26343263,24489,0,78,0
192.168.10.126,0,0,0,0,0,0,32621,248,18092899,16845,1,79,0
192.168.10.128,0,0,0,0,0,0,33140,248,39666265,36848,0,80,0
192.168.10.137,0,0,0,0,0,0,33692,252,31626965,29396,0,79,0
192.168.10.138,0,0,0,0,0,0,32887,249,24037595,22353,0,79,0
192.168.10.140,0,0,0,0,0,0,33011,249,43167533,40094,0,80,0
192.168.10.152,0,0,0,0,0,0,33096,249,17522383,16311,0,80,0
192.168.10.155,0,0,0,0,0,0,31318,242,31103041,28905,0,80,0
192.168.10.190,0,0,0,0,0,0,34002,257,24043945,22355,1,78,0
192.168.10.217,0,0,0,0,0,0,33748,250,42719111,39679,0,80,0
192.168.10.229,0,0,0,0,0,0,31424,240,21354729,19870,0,80,0
192.168.10.248,0,0,0,0,0,0,34264,258,20995879,19537,1,79,0
localhost,300,168,690,3,2,0,471375,2060,92100043,85504,0,0,1352
control,197,152,162,0,8,0,0,0,0,0,0,0,0
