"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.120,0,0,0,0,0,0,26266,170,11023129,196744,0,80,0
192.168.10.121,0,0,0,0,0,0,25976,166,8071233,144032,0,80,0
192.168.10.126,0,0,0,0,0,0,26140,168,8221543,146716,0,79,0
192.168.10.128,0,0,0,0,0,0,25702,166,14945941,266792,0,79,0
192.168.10.138,0,0,0,0,0,0,25513,164,8174415,145874,0,79,0
192.168.10.140,0,0,0,0,0,0,24598,158,17450615,311518,0,78,0
192.168.10.152,0,0,0,0,0,0,26818,168,7395207,131960,0,79,0
192.168.10.155,0,0,0,0,0,0,25830,166,10687179,190743,0,79,0
192.168.10.158,0,0,0,0,0,0,24559,158,6936977,123777,0,78,0
192.168.10.161,0,0,0,0,0,0,24947,161,6913339,123355,0,78,0
192.168.10.190,0,0,0,0,0,0,26080,167,8434863,150524,0,79,0
192.168.10.226,0,0,0,0,0,0,25960,167,9897411,176642,0,79,0
192.168.10.229,0,0,0,0,0,0,24040,155,8124299,144979,0,78,0
192.168.10.248,0,0,0,0,0,0,25926,167,8197693,146288,0,79,0
localhost,187,143,5242,4,0,0,492220,1970,36558435,479030,1,0,4350
control,192,156,291,1,0,0,0,0,0,0,0,0,0
