"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.121,0,0,0,0,0,0,44753,258,35077339,192745,3590,78,0
192.168.10.122,0,0,0,0,0,0,86187,1345,52426433,288069,5821,78,0
192.168.10.137,0,0,0,0,0,0,85067,1314,35444123,194761,4364,78,0
192.168.10.138,0,0,0,0,0,0,42301,247,33824865,185864,3957,78,0
192.168.10.140,0,0,0,0,0,0,44409,260,57755813,317352,7426,78,0
192.168.10.152,0,0,0,0,0,0,83785,1269,34267439,188295,3892,78,0
192.168.10.155,0,0,0,0,0,0,87583,1363,35242545,193652,3033,78,0
192.168.10.217,0,0,0,0,0,0,44137,259,83068423,456433,10248,78,0
192.168.10.247,0,0,0,0,0,0,44375,258,34875051,191635,3703,77,0
localhost,1375,1176,3574,13,1075,3,243645,834,19312287,95720,61,0,2174
control,989,753,1326,11,300,0,0,0,0,0,0,0,0
