"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,27001,193,29436749,27512,0,76,0
192.168.10.121,0,0,0,0,0,0,27573,192,34418481,32168,0,75,0
192.168.10.138,0,0,0,0,0,0,25185,186,29908605,27953,0,77,0
192.168.10.152,0,0,0,0,0,0,24959,185,29650199,27711,0,77,0
192.168.10.155,0,0,0,0,0,0,25047,185,49057165,45813,0,76,0
192.168.10.168,0,0,0,0,0,0,26501,189,30451735,28461,0,76,0
192.168.10.217,0,0,0,0,0,0,25025,183,70925267,66213,0,76,0
192.168.10.226,0,0,0,0,0,0,25509,180,33109645,30940,0,77,0
192.168.10.229,0,0,0,0,0,0,27731,193,37694515,35224,0,76,0
localhost,385,233,978,3,0,0,414713,1721,109523463,101686,0,0,879
control,175,146,153,0,0,0,0,0,0,0,0,0,0
