"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.120,0,0,0,0,0,0,26361,165,11349305,206248,0,78,0
192.168.10.121,0,0,0,0,0,0,25954,160,7907136,143664,0,80,0
192.168.10.122,0,0,0,0,0,0,26337,162,7913146,143775,0,79,0
192.168.10.137,0,0,0,0,0,0,26034,162,7283873,132331,0,79,0
192.168.10.138,0,0,0,0,0,0,26399,165,7824742,142168,0,78,0
192.168.10.152,0,0,0,0,0,0,25894,159,7167626,130220,0,80,0
192.168.10.155,0,0,0,0,0,0,26445,165,11674681,212163,0,79,0
192.168.10.158,0,0,0,0,0,0,25892,159,6960680,126457,0,80,0
192.168.10.161,0,0,0,0,0,0,27128,165,7020322,127542,0,80,0
192.168.10.168,0,0,0,0,0,0,26313,164,7795451,141630,0,79,0
192.168.10.190,0,0,0,0,0,0,26401,163,8640556,157001,0,79,0
192.168.10.217,0,0,0,0,0,0,26691,166,17971596,326656,0,79,0
192.168.10.226,0,0,0,0,0,0,25892,159,9644111,175247,0,80,0
192.168.10.248,0,0,0,0,0,0,26676,167,7310350,132813,0,79,0
localhost,183,143,4889,4,0,0,496732,1953,38682387,513724,0,0,4485
control,156,130,266,1,0,0,0,0,0,0,0,0,0
