"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.122,0,0,0,0,0,0,32718,217,12318579,175910,0,82,0
192.168.10.138,0,0,0,0,0,0,32510,215,11556051,165017,0,82,0
192.168.10.140,0,0,0,0,0,0,33051,218,22347531,319181,0,81,0
192.168.10.152,0,0,0,0,0,0,32001,213,13417419,191611,0,81,0
192.168.10.155,0,0,0,0,0,0,32129,213,16206815,231458,0,81,0
192.168.10.161,0,0,0,0,0,0,34485,226,13280165,189650,0,82,0
192.168.10.190,0,0,0,0,0,0,31107,209,14603591,208554,0,81,0
192.168.10.217,0,0,0,0,0,0,29902,200,21493265,306980,0,81,0
192.168.10.229,0,0,0,0,0,0,29105,196,12693525,181270,0,80,0
localhost,168,143,4769,3,0,0,435877,1806,66685421,739933,0,0,6966
control,168,146,251,1,0,0,0,0,0,0,0,0,0
