"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,37087,294,10232553,18128,0,83,0
192.168.10.121,0,0,0,0,0,0,37285,294,55643233,98352,0,82,0
192.168.10.122,0,0,0,0,0,0,37103,292,9390677,16641,1,83,0
192.168.10.126,0,0,0,0,0,0,35722,285,11346205,20096,0,84,0
192.168.10.128,0,0,0,0,0,0,35961,286,31971857,56530,0,85,0
192.168.10.137,0,0,0,0,0,0,36394,288,14219377,25172,0,83,0
192.168.10.138,0,0,0,0,0,0,37817,297,15895805,28128,0,81,0
192.168.10.140,0,0,0,0,0,0,37975,299,31415327,55545,0,82,0
192.168.10.152,0,0,0,0,0,0,37501,295,9673963,17137,0,82,0
192.168.10.155,0,0,0,0,0,0,37101,290,20677155,36581,0,83,0
192.168.10.158,0,0,0,0,0,0,36047,287,9978425,17676,0,84,0
192.168.10.161,0,0,0,0,0,0,37525,293,9763395,17297,1,82,0
192.168.10.168,0,0,0,0,0,0,36053,287,10493291,18591,1,84,0
192.168.10.190,0,0,0,0,0,0,36903,290,12496909,22132,0,83,0
192.168.10.217,0,0,0,0,0,0,36859,293,30616875,54137,0,84,0
192.168.10.226,0,0,0,0,0,0,36659,287,13826029,24478,0,81,0
192.168.10.229,0,0,0,0,0,0,35967,285,13612795,24096,0,85,0
192.168.10.247,0,0,0,0,0,0,36431,287,11509543,20387,0,83,0
192.168.10.248,0,0,0,0,0,0,37829,297,12588451,22289,1,82,0
localhost,404,293,1244,3,0,0,491532,1972,62780154,108345,0,0,853
control,171,144,299,1,0,0,0,0,0,0,0,0,0
