"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,23194,157,120938823,85873,0,78,0
192.168.10.126,0,0,0,0,0,0,21554,153,88346083,62745,0,78,0
192.168.10.137,0,0,0,0,0,0,65532,1239,94220629,66916,0,78,0
192.168.10.155,0,0,0,0,0,0,64994,1234,88187255,62631,0,78,0
192.168.10.158,0,0,0,0,0,0,22562,157,83416207,59249,0,78,0
192.168.10.190,0,0,0,0,0,0,22806,158,99467821,70634,0,78,0
192.168.10.226,0,0,0,0,0,0,22882,159,108489585,77042,0,79,0
192.168.10.229,0,0,0,0,0,0,68766,1244,212899483,151119,0,78,0
192.168.10.247,0,0,0,0,0,0,23220,162,66888247,47523,0,79,0
localhost,165,121,1040,3,0,0,401026,1179,569634354,400059,0,0,3348
control,136,108,164,1,0,0,0,0,0,0,0,0,0
