"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,23171,159,71509383,66386,0,81,0
192.168.10.121,0,0,0,0,0,0,23215,158,45421857,42190,0,82,0
192.168.10.122,0,0,0,0,0,0,69491,1319,71761711,66619,0,82,0
192.168.10.126,0,0,0,0,0,0,25889,172,58160681,54006,0,81,0
192.168.10.128,0,0,0,0,0,0,73122,1410,137406343,127515,0,82,0
192.168.10.137,0,0,0,0,0,0,67045,1264,53637447,49809,2,81,0
192.168.10.138,0,0,0,0,0,0,22485,156,61144741,56775,0,82,0
192.168.10.140,0,0,0,0,0,0,22697,156,65282129,60615,0,82,0
192.168.10.152,0,0,0,0,0,0,69809,1324,46569827,43253,0,82,0
192.168.10.158,0,0,0,0,0,0,25403,170,47770593,44364,1,81,0
192.168.10.168,0,0,0,0,0,0,66871,1256,59440947,55189,0,81,0
192.168.10.190,0,0,0,0,0,0,22721,155,54854381,50937,0,82,0
192.168.10.226,0,0,0,0,0,0,23155,159,60562369,56232,0,81,0
192.168.10.229,0,0,0,0,0,0,70021,1337,144398303,134000,0,82,0
localhost,255,122,1846,3,0,0,481190,1492,334143447,305762,0,0,4135
control,164,108,208,0,0,0,0,0,0,0,0,0,0
