"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,25523,167,35030653,24872,0,75,0
192.168.10.128,0,0,0,0,0,0,27439,166,81023705,57455,0,76,0
192.168.10.137,0,0,0,0,0,0,40414,266,14731189,10496,1,138,0
192.168.10.138,0,0,0,0,0,0,24245,169,36488011,25907,0,75,0
192.168.10.152,0,0,0,0,0,0,38044,254,39608083,28131,0,134,0
192.168.10.155,0,0,0,0,0,0,40718,260,37851483,26877,0,135,0
192.168.10.161,0,0,0,0,0,0,40440,257,43559937,30915,0,134,0
192.168.10.247,0,0,0,0,0,0,27511,165,40551519,28781,0,75,0
192.168.10.248,0,0,0,0,0,0,23865,165,38547951,27377,0,76,0
localhost,355,228,712,3,0,0,442171,1926,116648556,83096,0,0,722
control,135,120,177,0,0,0,0,0,0,0,0,0,0
