"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,44427,294,7762771,133745,4347,88,0
192.168.10.120,0,0,0,0,0,0,95615,1582,10225209,176203,6664,88,0
192.168.10.121,0,0,0,0,0,0,42867,285,4993507,86001,3327,88,0
192.168.10.122,0,0,0,0,0,0,94595,1573,7075985,121905,3821,87,0
192.168.10.126,0,0,0,0,0,0,43483,290,5653207,97375,2491,87,0
192.168.10.128,0,0,0,0,0,0,93087,1544,13852081,238735,8192,88,0
192.168.10.137,0,0,0,0,0,0,96025,1576,5416145,93288,2768,87,0
192.168.10.138,0,0,0,0,0,0,42685,283,4873863,83938,3080,88,0
192.168.10.140,0,0,0,0,0,0,45863,302,6222877,107194,3685,90,0
192.168.10.152,0,0,0,0,0,0,96507,1575,5305857,91386,3139,88,0
192.168.10.155,0,0,0,0,0,0,95679,1603,5465133,94130,3764,87,0
192.168.10.158,0,0,0,0,0,0,45057,297,5006491,86225,2650,87,0
192.168.10.161,0,0,0,0,0,0,99317,1664,6855077,118097,2503,89,0
192.168.10.168,0,0,0,0,0,0,95952,1587,5841270,100617,2836,88,0
192.168.10.190,0,0,0,0,0,0,42127,278,4873847,83938,3127,88,0
192.168.10.226,0,0,0,0,0,0,42621,283,7025487,121033,3783,87,0
192.168.10.229,0,0,0,0,0,0,90775,1482,12623525,217553,8576,88,0
192.168.10.247,0,0,0,0,0,0,43049,286,5300861,91298,2460,86,0
192.168.10.248,0,0,0,0,0,0,43889,295,6337245,109164,4023,89,0
localhost,893,346,1282,8,441,0,377490,1300,245532,1408,56,0,1321
control,1226,616,1430,9,217,0,0,0,0,0,0,0,0
