"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,27559,184,13259741,112352,0,81,0
192.168.10.120,0,0,0,0,0,0,26142,177,15689121,132941,0,80,0
192.168.10.121,0,0,0,0,0,0,27128,181,10383929,87982,0,80,0
192.168.10.126,0,0,0,0,0,0,26815,179,12080641,102362,0,81,0
192.168.10.128,0,0,0,0,0,0,27448,183,21314755,180617,0,81,0
192.168.10.137,0,0,0,0,0,0,27516,181,13370679,113295,0,80,0
192.168.10.140,0,0,0,0,0,0,25955,174,23818765,201838,0,80,0
192.168.10.155,0,0,0,0,0,0,26364,179,15555277,131807,0,80,0
192.168.10.161,0,0,0,0,0,0,26312,178,10446877,88517,0,81,0
192.168.10.168,0,0,0,0,0,0,26222,176,9940945,84230,0,80,0
192.168.10.190,0,0,0,0,0,0,28077,188,12049421,102098,0,82,0
192.168.10.217,0,0,0,0,0,0,26813,176,21774577,184514,0,80,0
192.168.10.247,0,0,0,0,0,0,26264,176,12397457,105046,0,80,0
192.168.10.248,0,0,0,0,0,0,28265,185,11600249,98292,0,81,0
localhost,211,150,3619,4,0,0,438637,1780,53571452,387990,0,0,3187
control,171,146,297,1,0,0,0,0,0,0,0,0,0
