"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.120,0,0,0,0,0,0,47826,361,31567107,22423,0,97,0
192.168.10.121,0,0,0,0,0,0,51644,415,7261179,5248,0,110,0
192.168.10.122,0,0,0,0,0,0,55553,442,19796688,14097,1,133,0
192.168.10.126,0,0,0,0,0,0,52391,411,6286698,4543,2,110,0
192.168.10.128,0,0,0,0,0,0,58464,445,40064689,28445,0,133,0
192.168.10.137,0,0,0,0,0,0,56695,440,24660971,17535,1,133,0
192.168.10.138,0,0,0,0,0,0,61805,475,24287365,17294,0,140,0
192.168.10.140,0,0,0,0,0,0,57292,425,38483543,27320,0,110,0
192.168.10.152,0,0,0,0,0,0,41183,318,4433257,3236,4,93,0
192.168.10.155,0,0,0,0,0,0,42301,321,22094235,15717,0,93,0
192.168.10.158,0,0,0,0,0,0,53109,427,7228085,5168,1,132,0
192.168.10.161,0,0,0,0,0,0,46480,356,24378429,17327,0,97,0
192.168.10.168,0,0,0,0,0,0,45963,361,4303249,3096,0,97,0
192.168.10.190,0,0,0,0,0,0,45756,357,21861651,15553,0,97,0
192.168.10.217,0,0,0,0,0,0,57653,447,26326929,18712,0,133,0
192.168.10.226,0,0,0,0,0,0,55707,436,17262177,12300,0,132,0
192.168.10.229,0,0,0,0,0,0,57053,437,23173229,16479,0,132,0
192.168.10.247,0,0,0,0,0,0,44473,349,14613158,10415,2,94,0
192.168.10.248,0,0,0,0,0,0,58629,454,20632969,14680,1,133,0
localhost,546,316,753,3,0,0,520977,2231,90019201,64531,0,0,330
control,154,148,199,1,0,0,0,0,0,0,0,0,0
