"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,32092,229,9119381,147003,5988,81,0
192.168.10.120,0,0,0,0,0,0,80774,1451,12663037,204160,7203,82,0
192.168.10.122,0,0,0,0,0,0,73860,1312,9267013,149386,5279,80,0
192.168.10.126,0,0,0,0,0,0,32984,235,8293007,133673,4588,82,0
192.168.10.128,0,0,0,0,0,0,79566,1398,16298211,262790,9652,81,0
192.168.10.137,0,0,0,0,0,0,79632,1443,8213545,132394,4228,81,0
192.168.10.152,0,0,0,0,0,0,76958,1351,7581133,122194,4571,81,0
192.168.10.155,0,0,0,0,0,0,82298,1445,8275049,133386,5847,82,0
192.168.10.158,0,0,0,0,0,0,33294,238,7733801,124656,5730,82,0
192.168.10.161,0,0,0,0,0,0,81834,1453,7953207,128195,2297,82,0
192.168.10.168,0,0,0,0,0,0,76024,1321,7901487,127361,5200,81,0
192.168.10.217,0,0,0,0,0,0,30970,221,16941201,273161,9763,81,0
192.168.10.226,0,0,0,0,0,0,31828,226,9570147,154273,6098,81,0
192.168.10.248,0,0,0,0,0,0,34224,240,8965953,144528,4615,82,0
localhost,673,332,1690,6,759,3,326063,1173,6071419,72529,50,0,1591
control,1091,654,1032,6,251,0,0,0,0,0,0,0,0
