"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.120,0,0,0,0,0,0,80692,1437,17335541,309466,11296,90,0
192.168.10.121,0,0,0,0,0,0,31886,222,13649807,243647,9523,90,0
192.168.10.126,0,0,0,0,0,0,32446,227,11319727,202039,7501,90,0
192.168.10.128,0,0,0,0,0,0,79888,1424,18272691,326196,12458,89,0
192.168.10.137,0,0,0,0,0,0,82496,1484,12902543,230305,9066,89,0
192.168.10.138,0,0,0,0,0,0,31902,223,11670369,208299,8892,90,0
192.168.10.152,0,0,0,0,0,0,85768,1539,10584231,188906,7548,90,0
192.168.10.168,0,0,0,0,0,0,82890,1490,12294671,219450,8857,90,0
192.168.10.217,0,0,0,0,0,0,32936,229,18734609,334449,11784,90,0
localhost,486,96,4027,0,1014,0,286030,978,7638694,99265,232,0,4151
control,990,368,1822,12,307,0,0,0,0,0,0,0,0
