"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,39373,242,24129575,132591,0,76,0
192.168.10.121,0,0,0,0,0,0,38458,237,19894563,109321,0,77,0
192.168.10.122,0,0,0,0,0,0,42378,249,23044904,126629,0,76,0
192.168.10.128,0,0,0,0,0,0,45036,263,42760634,234958,0,76,0
192.168.10.137,0,0,0,0,0,0,38007,233,22026507,121035,0,76,0
192.168.10.138,0,0,0,0,0,0,44657,257,23806400,130813,0,76,0
192.168.10.155,0,0,0,0,0,0,45221,261,26102016,143427,0,76,0
192.168.10.226,0,0,0,0,0,0,42693,245,22498150,123627,0,75,0
192.168.10.229,0,0,0,0,0,0,44113,254,21391736,117547,0,75,0
localhost,183,157,3223,3,0,0,463190,1851,93448262,463094,1,0,3863
control,150,113,216,0,0,0,0,0,0,0,0,0,0
