"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.121,0,0,0,0,0,0,21030,146,75940929,70892,0,79,0
192.168.10.122,0,0,0,0,0,0,64624,1226,101336657,94586,0,80,0
192.168.10.152,0,0,0,0,0,0,63512,1223,72722761,67890,0,80,0
192.168.10.155,0,0,0,0,0,0,63766,1227,91639487,85539,0,80,0
192.168.10.158,0,0,0,0,0,0,22016,150,86866177,81086,0,80,0
192.168.10.190,0,0,0,0,0,0,22936,147,77035667,71913,0,77,0
192.168.10.217,0,0,0,0,0,0,20688,146,179147761,167168,0,78,0
192.168.10.226,0,0,0,0,0,0,20782,145,107118387,99977,0,78,0
192.168.10.229,0,0,0,0,0,0,65700,1293,163770313,152821,0,80,0
localhost,188,158,1587,3,0,0,345211,970,450463824,413555,0,0,3059
control,135,108,141,0,0,0,0,0,0,0,0,0,0
