"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,32132,240,14477455,10329,2,95,0
192.168.10.120,0,0,0,0,0,0,77126,1479,94655597,67226,0,87,0
192.168.10.121,0,0,0,0,0,0,27694,227,46466793,33034,0,95,0
192.168.10.122,0,0,0,0,0,0,76756,1477,60338899,42873,0,87,0
192.168.10.126,0,0,0,0,0,0,31520,233,46220409,32866,0,95,0
192.168.10.137,0,0,0,0,0,0,82034,1490,46573905,33118,0,87,0
192.168.10.138,0,0,0,0,0,0,26172,213,52013149,36972,0,87,0
192.168.10.140,0,0,0,0,0,0,27612,227,62788825,44618,0,95,0
192.168.10.152,0,0,0,0,0,0,74524,1417,38248345,27202,3,86,0
192.168.10.155,0,0,0,0,0,0,78406,1431,44146203,31389,0,86,0
192.168.10.158,0,0,0,0,0,0,28058,231,38597157,27450,0,95,0
192.168.10.161,0,0,0,0,0,0,78926,1493,9515,72,0,87,0
192.168.10.168,0,0,0,0,0,0,87010,1669,49513559,35195,0,95,0
192.168.10.190,0,0,0,0,0,0,26284,214,37739827,26841,4,87,0
192.168.10.217,0,0,0,0,0,0,27994,231,116581401,82778,0,95,0
192.168.10.226,0,0,0,0,0,0,31642,235,54837683,38971,0,96,0
192.168.10.229,0,0,0,0,0,0,84438,1648,109976553,78096,0,95,0
192.168.10.247,0,0,0,0,0,0,28794,218,43559195,30971,1,86,0
192.168.10.248,0,0,0,0,0,0,31844,237,65926419,46839,0,95,0
localhost,183,126,1051,3,0,0,495234,1597,409977144,288573,0,0,3333
control,140,108,157,0,0,0,0,0,0,0,0,0,0
