"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,33149,237,8944289,49158,0,84,0
192.168.10.120,0,0,0,0,0,0,33879,244,14729007,80943,0,84,0
192.168.10.121,0,0,0,0,0,0,33287,239,43238793,237586,0,82,0
192.168.10.122,0,0,0,0,0,0,33175,233,9925073,54543,0,84,0
192.168.10.128,0,0,0,0,0,0,32983,237,20446003,112351,0,82,0
192.168.10.137,0,0,0,0,0,0,33205,238,10383393,57064,0,82,0
192.168.10.138,0,0,0,0,0,0,35070,247,10025595,55095,0,83,0
192.168.10.140,0,0,0,0,0,0,31847,230,24392209,134032,0,82,0
192.168.10.152,0,0,0,0,0,0,33216,235,9320807,51225,0,84,0
192.168.10.155,0,0,0,0,0,0,33528,239,12081349,66394,0,83,0
192.168.10.158,0,0,0,0,0,0,33246,238,8059851,44295,0,82,0
192.168.10.161,0,0,0,0,0,0,31570,230,7307711,40161,0,82,0
192.168.10.168,0,0,0,0,0,0,33778,238,8517139,46813,0,84,0
192.168.10.190,0,0,0,0,0,0,33318,235,10705801,58834,0,84,0
192.168.10.217,0,0,0,0,0,0,32934,235,22014659,120969,0,82,0
192.168.10.226,0,0,0,0,0,0,33501,237,12175041,66904,0,83,0
192.168.10.229,0,0,0,0,0,0,34946,247,10560149,58033,0,83,0
192.168.10.247,0,0,0,0,0,0,32144,231,8457517,46482,0,82,0
192.168.10.248,0,0,0,0,0,0,31554,229,9124851,50151,0,82,0
localhost,250,179,2224,4,0,0,513161,1931,45457050,225321,0,0,2098
control,167,124,674,1,0,0,0,0,0,0,0,0,0
