"host","tx time 1","tx time 2","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,27916,193,6179571,99585,0,78,0
192.168.10.121,0,0,27254,189,6571129,105898,0,78,0
192.168.10.122,0,0,31846,204,5702829,91894,0,76,0
192.168.10.138,0,0,27588,191,5994107,96592,0,78,0
192.168.10.155,0,0,31899,201,6161821,99298,0,76,0
192.168.10.190,0,0,31920,206,5848675,94245,0,76,0
192.168.10.217,0,0,27712,187,6478505,104404,0,76,0
192.168.10.226,0,0,27044,187,6439741,103783,0,77,0
192.168.10.247,0,0,28792,194,5089003,81995,0,77,0
localhost,121,96,322686,1816,136667101,1665557,0,0,157
