"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,31472,215,10880723,126477,3899,91,0
192.168.10.120,0,0,0,0,0,0,85533,1529,13705947,159329,4632,92,0
192.168.10.121,0,0,0,0,0,0,29995,205,7791063,90551,2197,91,0
192.168.10.122,0,0,0,0,0,0,83033,1499,9177863,106677,3590,91,0
192.168.10.126,0,0,0,0,0,0,31947,218,7995843,92933,1796,92,0
192.168.10.128,0,0,0,0,0,0,88287,1568,16846213,195844,5471,92,0
192.168.10.137,0,0,0,0,0,0,84764,1550,7779317,90414,2921,91,0
192.168.10.138,0,0,0,0,0,0,31793,219,7329297,85182,2735,92,0
192.168.10.140,0,0,0,0,0,0,31093,213,10332535,120103,4040,92,0
192.168.10.152,0,0,0,0,0,0,83729,1493,6399943,74375,2202,92,0
192.168.10.155,0,0,0,0,0,0,89456,1630,7382895,85805,2576,92,0
192.168.10.158,0,0,0,0,0,0,30041,205,7594127,88261,2753,92,0
192.168.10.161,0,0,0,0,0,0,93545,1733,11097927,129003,2137,92,0
192.168.10.168,0,0,0,0,0,0,83257,1490,8391945,97538,2452,91,0
192.168.10.190,0,0,0,0,0,0,31243,214,7039167,81809,2251,92,0
192.168.10.217,0,0,0,0,0,0,33274,227,19092753,221966,5884,91,0
192.168.10.226,0,0,0,0,0,0,32621,226,9983415,116045,3324,92,0
192.168.10.229,0,0,0,0,0,0,83761,1519,16301587,189511,5027,92,0
192.168.10.247,0,0,0,0,0,0,33097,228,7303701,84884,2237,92,0
localhost,642,192,1761,5,779,2,328346,1201,7445665,69328,90,0,1659
control,907,239,1227,5,335,0,0,0,0,0,0,0,0
