"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.120,0,0,0,0,0,0,66482,1247,23437927,272491,9353,78,0
192.168.10.122,0,0,0,0,0,0,64972,1215,21419049,249015,8272,79,0
192.168.10.128,0,0,0,0,0,0,66288,1244,28478195,331098,12640,79,0
192.168.10.140,0,0,0,0,0,0,23164,164,21765719,253047,9234,79,0
192.168.10.152,0,0,0,0,0,0,66486,1256,17557579,204115,6938,79,0
192.168.10.155,0,0,0,0,0,0,68372,1296,16377585,190394,6993,79,0
192.168.10.190,0,0,0,0,0,0,23652,169,16085119,186993,6861,79,0
192.168.10.229,0,0,0,0,0,0,68084,1293,28517051,331551,12010,78,0
192.168.10.247,0,0,0,0,0,0,23362,166,18632713,216616,7787,79,0
localhost,814,244,3147,5,880,0,267161,906,10125775,94999,205,0,5233
control,1011,608,1325,10,300,0,0,0,0,0,0,0,0
