"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,44581,279,6661812,121009,2835,87,0
192.168.10.120,0,0,0,0,0,0,87786,1499,8232681,149585,3697,88,0
192.168.10.121,0,0,0,0,0,0,38053,261,4384175,79610,2210,88,0
192.168.10.122,0,0,0,0,0,0,91523,1586,6582956,119590,3200,88,0
192.168.10.126,0,0,0,0,0,0,45376,278,4856495,88194,2106,87,0
192.168.10.128,0,0,0,0,0,0,86854,1475,10188256,185137,4789,88,0
192.168.10.137,0,0,0,0,0,0,92578,1463,5298719,96235,2466,87,0
192.168.10.138,0,0,0,0,0,0,38256,263,4631196,84101,2263,87,0
192.168.10.140,0,0,0,0,0,0,38013,260,6096652,110746,3165,87,0
192.168.10.152,0,0,0,0,0,0,85119,1420,4913746,89239,2944,88,0
192.168.10.155,0,0,0,0,0,0,86582,1458,4948807,89876,2205,88,0
192.168.10.161,0,0,0,0,0,0,92610,1628,6613757,120148,2356,88,0
192.168.10.168,0,0,0,0,0,0,87313,1496,5092630,92491,2021,87,0
192.168.10.190,0,0,0,0,0,0,44426,278,4760953,86460,2315,87,0
192.168.10.217,0,0,0,0,0,0,37813,259,11513497,209234,5652,87,0
192.168.10.226,0,0,0,0,0,0,43980,276,6098968,110783,2285,88,0
192.168.10.229,0,0,0,0,0,0,84245,1409,9741111,177011,4425,87,0
192.168.10.247,0,0,0,0,0,0,37743,258,4599985,83534,2178,87,0
192.168.10.248,0,0,0,0,0,0,37638,257,5538570,100599,1703,88,0
localhost,794,340,9543,14,1053,0,376783,1335,8756628,115190,553,0,12101
control,1216,720,3067,15,484,0,0,0,0,0,0,0,0
