"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,25186,190,6123835,98689,0,84,0
192.168.10.120,0,0,0,0,0,0,24054,183,7786805,125509,0,83,0
192.168.10.122,0,0,0,0,0,0,24558,184,6751189,108808,0,84,0
192.168.10.126,0,0,0,0,0,0,23493,179,5881633,94778,0,82,0
192.168.10.128,0,0,0,0,0,0,24216,185,11685483,188393,0,83,0
192.168.10.137,0,0,0,0,0,0,23737,177,6633269,106904,0,82,0
192.168.10.138,0,0,0,0,0,0,24558,184,6317113,101806,0,84,0
192.168.10.140,0,0,0,0,0,0,24600,187,14395389,232100,0,83,0
192.168.10.152,0,0,0,0,0,0,24092,182,5152927,83029,0,83,0
192.168.10.155,0,0,0,0,0,0,25420,192,7234985,116610,0,84,0
192.168.10.158,0,0,0,0,0,0,25565,191,4811201,77514,0,85,0
192.168.10.161,0,0,0,0,0,0,24213,183,6009357,96842,0,83,0
192.168.10.168,0,0,0,0,0,0,24136,182,5743353,92552,0,82,0
192.168.10.190,0,0,0,0,0,0,24434,185,6371611,102685,0,82,0
192.168.10.217,0,0,0,0,0,0,24872,187,11947995,192627,0,83,0
192.168.10.226,0,0,0,0,0,0,24022,180,8185027,131935,0,82,0
192.168.10.229,0,0,0,0,0,0,24346,183,5547247,89386,0,83,0
192.168.10.247,0,0,0,0,0,0,24577,184,6409621,103296,0,86,0
192.168.10.248,0,0,0,0,0,0,23777,176,6669101,107484,0,82,0
localhost,200,143,4181,4,0,0,458569,1721,34990551,425168,2,0,3887
control,195,148,636,0,0,0,0,0,0,0,0,0,0
