"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.120,0,0,0,0,0,0,77552,1395,110103769,74976,0,82,0
192.168.10.121,0,0,0,0,0,0,28450,192,52626623,35871,1,82,0
192.168.10.122,0,0,0,0,0,0,79416,1454,73902123,50352,0,81,0
192.168.10.126,0,0,0,0,0,0,29070,194,61748583,42079,0,81,0
192.168.10.128,0,0,0,0,0,0,71862,1276,124851409,85013,0,81,0
192.168.10.137,0,0,0,0,0,0,77990,1430,65860655,44873,0,82,0
192.168.10.138,0,0,0,0,0,0,29042,194,55612541,37905,0,82,0
192.168.10.140,0,0,0,0,0,0,29052,195,85854929,58481,0,82,0
192.168.10.155,0,0,0,0,0,0,71486,1270,60871627,41480,0,81,0
192.168.10.158,0,0,0,0,0,0,28560,193,56519751,38519,0,82,0
192.168.10.168,0,0,0,0,0,0,74120,1332,61074837,41616,0,80,0
192.168.10.217,0,0,0,0,0,0,28580,194,127502625,86809,0,82,0
192.168.10.226,0,0,0,0,0,0,28282,191,65237437,44456,0,81,0
192.168.10.247,0,0,0,0,0,0,28344,191,53691299,36597,0,82,0
localhost,180,126,1110,3,0,0,450183,1386,395853715,267557,0,0,1790
control,142,108,178,0,0,0,0,0,0,0,0,0,0
