"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,-237559,-1715,-60058424,-48659,-3,-501,0
192.168.10.120,0,0,0,0,0,0,33552,278,25966425,17747,0,101,0
192.168.10.121,0,0,0,0,0,0,33330,271,21476557,14688,0,100,0
192.168.10.122,0,0,0,0,0,0,33378,267,21032943,14386,0,101,0
192.168.10.126,0,0,0,0,0,0,-250134,-1691,-44994762,-33901,-2,-464,0
192.168.10.128,0,0,0,0,0,0,-246389,-1651,-134396194,-95845,0,-425,0
192.168.10.137,0,0,0,0,0,0,33984,269,21608909,14782,0,99,0
192.168.10.138,0,0,0,0,0,0,-273383,-1879,-99054120,-78528,-3,-499,0
192.168.10.140,0,0,0,0,0,0,-253539,-1711,-94252708,-69996,0,-467,0
192.168.10.152,0,0,0,0,0,0,-245725,-1656,-29111527,-21208,-8,-425,0
192.168.10.155,0,0,0,0,0,0,-271387,-1870,-96729978,-76502,-1,-501,0
192.168.10.158,0,0,0,0,0,0,-237755,-1615,-48479810,-34892,-1,-412,0
192.168.10.161,0,0,0,0,0,0,-249795,-1688,-49679420,-36993,-4,-469,0
192.168.10.168,0,0,0,0,0,0,-251316,-1718,-51189165,-38075,-1,-476,0
192.168.10.190,0,0,0,0,0,0,-267530,-1842,-88320707,-71396,-3,-504,0
192.168.10.217,0,0,0,0,0,0,33170,272,37543501,25611,0,100,0
192.168.10.229,0,0,0,0,0,0,-237075,-1623,-31714448,-23009,-11,-419,0
192.168.10.247,0,0,0,0,0,0,-828196,-5472,-137709443,-718590,-3,-1701,0
192.168.10.248,0,0,0,0,0,0,-246028,-1657,-49337570,-35522,-5,-424,0
localhost,352,228,911,3,0,0,435429,1823,117413820,80333,0,0,1322
control,154,117,245,1,0,0,0,0,0,0,0,0,0
