"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,27275,172,7358891,126785,0,79,0
192.168.10.120,0,0,0,0,0,0,26022,166,8976715,154676,0,78,0
192.168.10.121,0,0,0,0,0,0,26131,163,7612575,131159,0,80,0
192.168.10.122,0,0,0,0,0,0,25438,161,7489347,129032,0,78,0
192.168.10.128,0,0,0,0,0,0,26456,167,12873631,221867,0,79,0
192.168.10.137,0,0,0,0,0,0,25417,160,7382331,127189,0,78,0
192.168.10.138,0,0,0,0,0,0,27211,173,8544359,147223,0,80,0
192.168.10.140,0,0,0,0,0,0,25871,163,16802517,289602,0,80,0
192.168.10.152,0,0,0,0,0,0,27625,168,6520841,112336,0,79,0
192.168.10.158,0,0,0,0,0,0,25486,159,7356363,126741,0,79,0
192.168.10.161,0,0,0,0,0,0,26044,163,7169259,123515,0,79,0
192.168.10.217,0,0,0,0,0,0,26878,168,13375255,230515,0,78,0
192.168.10.229,0,0,0,0,0,0,26079,162,7565429,130346,0,79,0
192.168.10.247,0,0,0,0,0,0,25585,159,8489593,146280,0,79,0
localhost,186,143,4915,4,0,0,503772,1954,41318888,527845,0,0,4852
control,191,161,294,1,0,0,0,0,0,0,0,0,0
