"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,28620,188,75721933,53791,0,84,0
192.168.10.121,0,0,0,0,0,0,28422,187,48148825,34222,0,82,0
192.168.10.137,0,0,0,0,0,0,78784,1444,60559379,43033,0,84,0
192.168.10.138,0,0,0,0,0,0,28422,187,54738571,38902,0,85,0
192.168.10.140,0,0,0,0,0,0,29136,188,83835273,59551,0,82,0
192.168.10.152,0,0,0,0,0,0,74748,1343,48206765,34270,0,84,0
192.168.10.155,0,0,0,0,0,0,71182,1262,62649151,44520,0,82,0
192.168.10.158,0,0,0,0,0,0,29458,191,50916433,36192,1,84,0
192.168.10.161,0,0,0,0,0,0,76848,1354,79151661,56231,0,84,0
192.168.10.168,0,0,0,0,0,0,76362,1385,62844007,44655,0,83,0
192.168.10.217,0,0,0,0,0,0,30120,192,139743979,99226,0,84,0
192.168.10.226,0,0,0,0,0,0,27880,184,67005805,47608,0,84,0
192.168.10.229,0,0,0,0,0,0,74650,1317,124528867,88419,0,84,0
192.168.10.247,0,0,0,0,0,0,28986,187,45972351,32679,0,82,0
localhost,185,125,1255,3,0,0,491381,1509,453159425,318769,0,0,3516
control,137,108,150,0,0,0,0,0,0,0,0,0,0
