"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,24725,179,111684829,76066,0,77,0
192.168.10.122,0,0,0,0,0,0,71050,1366,131122025,89280,0,77,0
192.168.10.137,0,0,0,0,0,0,66047,1248,108763211,74073,0,76,0
192.168.10.152,0,0,0,0,0,0,68039,1275,99179623,67555,0,76,0
192.168.10.155,0,0,0,0,0,0,70892,1365,96631967,65811,0,77,0
192.168.10.158,0,0,0,0,0,0,24381,180,84997641,57912,0,77,0
192.168.10.168,0,0,0,0,0,0,71027,1356,109264473,74404,0,77,0
192.168.10.190,0,0,0,0,0,0,25227,179,95780495,65235,0,77,0
192.168.10.226,0,0,0,0,0,0,23245,172,137348143,93513,0,77,0
localhost,152,126,940,3,0,0,370496,1070,597953873,403238,26,0,3687
control,139,108,146,0,0,0,0,0,0,0,0,0,0
