"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.120,0,0,0,0,0,0,114785,1423,91211103,85138,0,82,0
192.168.10.121,0,0,0,0,0,0,66413,226,47807385,44650,0,83,0
192.168.10.126,0,0,0,0,0,0,68485,237,56073053,52360,32,82,0
192.168.10.128,0,0,0,0,0,0,114635,1435,123546829,115301,1,82,0
192.168.10.137,0,0,0,0,0,0,111577,1379,56657693,52904,31,82,0
192.168.10.138,0,0,0,0,0,0,63965,216,50157337,46843,0,82,0
192.168.10.140,0,0,0,0,0,0,67797,237,70804007,66101,0,82,0
192.168.10.152,0,0,0,0,0,0,118703,1495,50601163,47259,0,82,0
192.168.10.155,0,0,0,0,0,0,116029,1438,54076343,50496,0,82,0
192.168.10.168,0,0,0,0,0,0,109503,1338,56101651,52385,32,83,0
192.168.10.190,0,0,0,0,0,0,63669,217,49530567,46258,0,83,0
192.168.10.217,0,0,0,0,0,0,63891,219,122368975,114201,32,83,0
192.168.10.226,0,0,0,0,0,0,67249,237,72249039,67449,0,82,0
192.168.10.248,0,0,0,0,0,0,67609,239,75274791,70273,0,81,0
localhost,234,126,1942,3,0,0,494996,1460,332078279,305477,64,0,3308
control,158,112,301,1,0,0,0,0,0,0,0,0,0
