"host","tx time 1","tx time 2","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,32244,182,8742249,28232,32,79,0
192.168.10.120,0,0,31432,183,11294321,36466,0,78,0
192.168.10.121,0,0,31686,186,15549065,50192,0,79,0
192.168.10.122,0,0,31758,187,11561869,37331,0,79,0
192.168.10.126,0,0,31112,182,9604253,31014,0,79,0
192.168.10.137,0,0,31104,183,5874643,18983,1,79,0
192.168.10.138,0,0,31624,186,7698249,24868,1,79,0
192.168.10.152,0,0,31940,184,8107255,26185,0,78,0
192.168.10.155,0,0,30604,178,9479271,30609,0,78,0
192.168.10.158,0,0,30362,180,8138487,26289,0,80,0
192.168.10.190,0,0,31616,184,8698923,28095,0,78,0
192.168.10.226,0,0,29608,171,9883663,31914,0,78,0
192.168.10.229,0,0,29600,171,7090851,22904,0,79,0
192.168.10.248,0,0,31856,189,7690157,24842,0,80,0
localhost,125,110,391407,2129,236508512,717849,0,0,352
