"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,26668,168,12160022,196044,0,75,0
192.168.10.128,0,0,0,0,0,0,27067,171,25510128,411370,0,76,0
192.168.10.152,0,0,0,0,0,0,25529,162,12011765,193654,0,76,0
192.168.10.155,0,0,0,0,0,0,28495,180,15413170,248514,0,76,0
192.168.10.158,0,0,0,0,0,0,26974,171,12517408,201810,0,76,0
192.168.10.161,0,0,0,0,0,0,26454,168,11965410,192907,0,76,0
192.168.10.168,0,0,0,0,0,0,27981,176,10972294,176889,0,77,0
192.168.10.190,0,0,0,0,0,0,26804,169,13731248,221385,0,76,0
192.168.10.247,0,0,0,0,0,0,25072,158,12656267,204049,0,76,0
localhost,155,140,5358,3,0,0,468764,1965,67714155,824349,0,0,5829
control,155,120,243,1,0,0,0,0,0,0,0,0,0
