"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.111,0,0,0,0,0,0,18505,134,4863651,86753,0,84,0
192.168.10.121,0,0,0,0,0,0,18165,131,22674239,404799,0,83,0
192.168.10.122,0,0,0,0,0,0,19302,138,5447339,97176,0,84,0
192.168.10.126,0,0,0,0,0,0,19252,137,4877379,86999,0,82,0
192.168.10.128,0,0,0,0,0,0,19206,137,13172701,235129,0,84,0
192.168.10.137,0,0,0,0,0,0,19168,138,4716793,84127,0,83,0
192.168.10.138,0,0,0,0,0,0,19162,136,5527979,98616,0,82,0
192.168.10.140,0,0,0,0,0,0,18954,135,14056163,250905,0,82,0
192.168.10.152,0,0,0,0,0,0,18115,128,4245319,75712,0,83,0
192.168.10.155,0,0,0,0,0,0,18860,134,7874509,140519,0,82,0
192.168.10.158,0,0,0,0,0,0,18936,135,3860499,68840,0,83,0
192.168.10.161,0,0,0,0,0,0,18910,135,4952623,88342,0,82,0
192.168.10.168,0,0,0,0,0,0,18055,129,4243657,75682,0,83,0
192.168.10.190,0,0,0,0,0,0,18561,132,4989521,89001,0,83,0
192.168.10.217,0,0,0,0,0,0,18383,133,12500663,223128,0,84,0
192.168.10.226,0,0,0,0,0,0,18310,130,6779537,120966,0,83,0
192.168.10.229,0,0,0,0,0,0,18111,131,5117575,91288,0,83,0
192.168.10.247,0,0,0,0,0,0,18338,131,5291537,94392,0,83,0
192.168.10.248,0,0,0,0,0,0,18181,131,5462603,97449,0,84,0
localhost,221,161,3735,4,0,0,434425,1666,26189140,342766,1,0,2167
control,268,291,266,0,0,0,0,0,0,0,0,0,0
