"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.122,0,0,0,0,0,0,-1288229,-8134,-123473607,-1200442,0,-3412,0
192.168.10.126,0,0,0,0,0,0,-439127,-2774,-28011662,-421049,0,-1084,0
192.168.10.140,0,0,0,0,0,0,-2099897,-12072,-400355363,-2548520,-55,-3410,0
192.168.10.155,0,0,0,0,0,0,-2174410,-12450,-285148322,-2847598,-60,-3420,0
192.168.10.161,0,0,0,0,0,0,-562306,-3316,-188317885,-1021093,0,-1134,0
192.168.10.190,0,0,0,0,0,0,-1439889,-8820,-468386734,-2208694,0,-3444,0
192.168.10.226,0,0,0,0,0,0,-1272102,-7943,-229042730,-905775,-5,-3425,0
192.168.10.229,0,0,0,0,0,0,-557408,-3293,-208006781,-1013343,0,-1129,0
192.168.10.247,0,0,0,0,0,0,-2063750,-11796,-147708967,-1237179,-68,-3443,0
localhost,348,208,1354,3,0,0,447453,1956,138623003,237943,0,0,1943
control,135,110,146,1,0,0,0,0,0,0,0,0,0
