"host","tx time avg","tx time 50","ack fails","ack fails 50","rts fails","rts fail 50","rx bytes","rx packets","tx bytes","tx packets","tx failed","connected time","tx retries"
192.168.10.126,0,0,0,0,0,0,35166,241,10363475,188326,6794,78,0
192.168.10.128,0,0,0,0,0,0,76910,1333,22728287,413137,14738,77,0
192.168.10.137,0,0,0,0,0,0,76894,1322,12483765,226877,7227,78,0
192.168.10.138,0,0,0,0,0,0,32952,223,9317630,169309,5556,77,0
192.168.10.152,0,0,0,0,0,0,77886,1349,11645876,211643,9985,78,0
192.168.10.155,0,0,0,0,0,0,76442,1322,10758361,195504,5790,77,0
192.168.10.168,0,0,0,0,0,0,76532,1318,10663906,193789,6844,78,0
192.168.10.226,0,0,0,0,0,0,34058,232,16122848,293037,9612,78,0
192.168.10.248,0,0,0,0,0,0,32848,223,16445841,298915,4181,78,0
localhost,966,900,9922,15,688,0,330881,1045,9658126,127573,334,0,10833
control,1328,836,3776,15,266,0,0,0,0,0,0,0,0
